ID,Shopify Name,Sawadeekard Name,Before,Change,After
098/198,[ENG] SV01 Scarlet Violet Base Set: 098/198 Fidough C (Non-Foil),Fidough C (Non-Foil),0.6,-0.09999999999999998,0.5
098/198,[ENG] SV01 Scarlet Violet Base Set: 098/198 Fidough C (Reverse Holo),Fidough C (Reverse Holo),1.0,0.0,1.0
099/198,[ENG] SV01 Scarlet Violet Base Set: 099/198 Dachsbun U (Non-Foil),Dachsbun U (Non-Foil),0.5,0.0,0.5
099/198,[ENG] SV01 Scarlet Violet Base Set: 099/198 Dachsbun U (Reverse Holo),Dachsbun U (Reverse Holo),1.0,0.0,1.0
100/198,[ENG] SV01 Scarlet Violet Base Set: 100/198 Flittle C (Non-Foil),Flittle C (Non-Foil),0.5,0.0,0.5
100/198,[ENG] SV01 Scarlet Violet Base Set: 100/198 Flittle C (Reverse Holo),Flittle C (Reverse Holo),1.0,0.0,1.0
101/198,[ENG] SV01 Scarlet Violet Base Set: 101/198 Flittle C (Non-Foil),Flittle C (Non-Foil),0.5,0.0,0.5
101/198,[ENG] SV01 Scarlet Violet Base Set: 101/198 Flittle C (Reverse Holo),Flittle C (Reverse Holo),1.5,-0.5,1.0
102/198,[ENG] SV01 Scarlet Violet Base Set: 102/198 Flittle C (Non-Foil),Flittle C (Non-Foil),0.5,0.0,0.5
102/198,[ENG] SV01 Scarlet Violet Base Set: 102/198 Flittle C (Reverse Holo),Flittle C (Reverse Holo),1.0,0.0,1.0
103/198,[ENG] SV01 Scarlet Violet Base Set: 103/198 Espathra U (Non-Foil),Espathra U (Non-Foil),0.5,0.0,0.5
103/198,[ENG] SV01 Scarlet Violet Base Set: 103/198 Espathra U (Reverse Holo),Espathra U (Reverse Holo),1.0,0.0,1.0
104/198,[ENG] SV01 Scarlet Violet Base Set: 104/198 Greavard C (Non-Foil),Greavard C (Non-Foil),0.5,0.0,0.5
104/198,[ENG] SV01 Scarlet Violet Base Set: 104/198 Greavard C (Reverse Holo),Greavard C (Reverse Holo),1.5,-0.5,1.0
105/198,[ENG] SV01 Scarlet Violet Base Set: 105/198 Greavard C (Non-Foil),Greavard C (Non-Foil),0.5,0.0,0.5
105/198,[ENG] SV01 Scarlet Violet Base Set: 105/198 Greavard C (Reverse Holo),Greavard C (Reverse Holo),1.0,0.0,1.0
106/198,[ENG] SV01 Scarlet Violet Base Set: 106/198 Houndstone R (Foil),Houndstone R (Foil),0.5,0.0,0.5
106/198,[ENG] SV01 Scarlet Violet Base Set: 106/198 Houndstone R (Reverse Holo),Houndstone R (Reverse Holo),1.0,0.0,1.0
107/198,[ENG] SV01 Scarlet Violet Base Set: 107/198 Mankey C (Non-Foil),Mankey C (Non-Foil),0.5,0.0,0.5
107/198,[ENG] SV01 Scarlet Violet Base Set: 107/198 Mankey C (Reverse Holo),Mankey C (Reverse Holo),1.0,0.0,1.0
108/198,[ENG] SV01 Scarlet Violet Base Set: 108/198 Primeape C (Non-Foil),Primeape C (Non-Foil),0.5,0.0,0.5
108/198,[ENG] SV01 Scarlet Violet Base Set: 108/198 Primeape C (Reverse Holo),Primeape C (Reverse Holo),1.0,0.0,1.0
109/198,[ENG] SV01 Scarlet Violet Base Set: 109/198 Annihilape R (Foil),Annihilape R (Foil),0.6,-0.09999999999999998,0.5
109/198,[ENG] SV01 Scarlet Violet Base Set: 109/198 Annihilape R (Reverse Holo),Annihilape R (Reverse Holo),1.0,0.0,1.0
110/198,[ENG] SV01 Scarlet Violet Base Set: 110/198 Meditite C (Non-Foil),Meditite C (Non-Foil),0.5,0.0,0.5
110/198,[ENG] SV01 Scarlet Violet Base Set: 110/198 Meditite C (Reverse Holo),Meditite C (Reverse Holo),1.0,0.0,1.0
111/198,[ENG] SV01 Scarlet Violet Base Set: 111/198 Medicham U (Non-Foil),Medicham U (Non-Foil),0.5,0.0,0.5
111/198,[ENG] SV01 Scarlet Violet Base Set: 111/198 Medicham U (Reverse Holo),Medicham U (Reverse Holo),1.2,-0.19999999999999996,1.0
112/198,[ENG] SV01 Scarlet Violet Base Set: 112/198 Riolu C (Non-Foil),Riolu C (Non-Foil),0.5,0.0,0.5
112/198,[ENG] SV01 Scarlet Violet Base Set: 112/198 Riolu C (Reverse Holo),Riolu C (Reverse Holo),1.0,0.0,1.0
113/198,[ENG] SV01 Scarlet Violet Base Set: 113/198 Riolu C (Non-Foil),Riolu C (Non-Foil),0.5,0.0,0.5
113/198,[ENG] SV01 Scarlet Violet Base Set: 113/198 Riolu C (Reverse Holo),Riolu C (Reverse Holo),1.0,0.0,1.0
114/198,[ENG] SV01 Scarlet Violet Base Set: 114/198 Lucario U (Non-Foil),Lucario U (Non-Foil),0.6,-0.09999999999999998,0.5
114/198,[ENG] SV01 Scarlet Violet Base Set: 114/198 Lucario U (Reverse Holo),Lucario U (Reverse Holo),1.2,-0.19999999999999996,1.0
115/198,[ENG] SV01 Scarlet Violet Base Set: 115/198 Sandile C (Non-Foil),Sandile C (Non-Foil),0.5,0.0,0.5
115/198,[ENG] SV01 Scarlet Violet Base Set: 115/198 Sandile C (Reverse Holo),Sandile C (Reverse Holo),1.0,0.0,1.0
116/198,[ENG] SV01 Scarlet Violet Base Set: 116/198 Krokorok C (Non-Foil),Krokorok C (Non-Foil),0.5,0.0,0.5
116/198,[ENG] SV01 Scarlet Violet Base Set: 116/198 Krokorok C (Reverse Holo),Krokorok C (Reverse Holo),1.2,-0.19999999999999996,1.0
117/198,[ENG] SV01 Scarlet Violet Base Set: 117/198 Krookodile U (Non-Foil),Krookodile U (Non-Foil),0.5,0.0,0.5
117/198,[ENG] SV01 Scarlet Violet Base Set: 117/198 Krookodile U (Reverse Holo),Krookodile U (Reverse Holo),1.0,0.0,1.0
118/198,[ENG] SV01 Scarlet Violet Base Set: 118/198 Hawlucha R (Foil),Hawlucha R (Foil),0.6,-0.09999999999999998,0.5
118/198,[ENG] SV01 Scarlet Violet Base Set: 118/198 Hawlucha R (Reverse Holo),Hawlucha R (Reverse Holo),1.0,0.0,1.0
119/198,[ENG] SV01 Scarlet Violet Base Set: 119/198 Silicobra C (Non-Foil),Silicobra C (Non-Foil),0.5,0.0,0.5
119/198,[ENG] SV01 Scarlet Violet Base Set: 119/198 Silicobra C (Reverse Holo),Silicobra C (Reverse Holo),1.0,0.0,1.0
120/198,[ENG] SV01 Scarlet Violet Base Set: 120/198 Sandaconda U (Non-Foil),Sandaconda U (Non-Foil),0.5,0.0,0.5
120/198,[ENG] SV01 Scarlet Violet Base Set: 120/198 Sandaconda U (Reverse Holo),Sandaconda U (Reverse Holo),1.0,0.0,1.0
121/198,[ENG] SV01 Scarlet Violet Base Set: 121/198 Stonjourner U (Non-Foil),Stonjourner U (Non-Foil),0.5,0.0,0.5
121/198,[ENG] SV01 Scarlet Violet Base Set: 121/198 Stonjourner U (Reverse Holo),Stonjourner U (Reverse Holo),1.5,-0.5,1.0
122/198,[ENG] SV01 Scarlet Violet Base Set: 122/198 Klawf R (Foil),Klawf R (Foil),0.5,0.0,0.5
122/198,[ENG] SV01 Scarlet Violet Base Set: 122/198 Klawf R (Reverse Holo),Klawf R (Reverse Holo),1.0,0.0,1.0
123/198,[ENG] SV01 Scarlet Violet Base Set: 123/198 Great Tusk EX RR (Double Rare),Great Tusk EX RR (Double Rare),1.8,0.19999999999999996,2.0
124/198,[ENG] SV01 Scarlet Violet Base Set: 124/198 Koraidon R (Foil),Koraidon R (Foil),0.6,-0.09999999999999998,0.5
124/198,[ENG] SV01 Scarlet Violet Base Set: 124/198 Koraidon R (Reverse Holo),Koraidon R (Reverse Holo),1.0,0.0,1.0
125/198,[ENG] SV01 Scarlet Violet Base Set: 125/198 Koraidon EX RR (Double Rare),Koraidon EX RR (Double Rare),1.8,0.19999999999999996,2.0
126/198,[ENG] SV01 Scarlet Violet Base Set: 126/198 Grimer C (Non-Foil),Grimer C (Non-Foil),0.5,0.0,0.5
126/198,[ENG] SV01 Scarlet Violet Base Set: 126/198 Grimer C (Reverse Holo),Grimer C (Reverse Holo),1.0,0.0,1.0
127/198,[ENG] SV01 Scarlet Violet Base Set: 127/198 Muk U (Non-Foil),Muk U (Non-Foil),0.5,0.0,0.5
127/198,[ENG] SV01 Scarlet Violet Base Set: 127/198 Muk U (Reverse Holo),Muk U (Reverse Holo),1.0,0.0,1.0
128/198,[ENG] SV01 Scarlet Violet Base Set: 128/198 Seviper C (Non-Foil),Seviper C (Non-Foil),0.5,0.0,0.5
128/198,[ENG] SV01 Scarlet Violet Base Set: 128/198 Seviper C (Reverse Holo),Seviper C (Reverse Holo),1.0,0.0,1.0
129/198,[ENG] SV01 Scarlet Violet Base Set: 129/198 Spiritomb U (Non-Foil),Spiritomb U (Non-Foil),0.5,0.0,0.5
129/198,[ENG] SV01 Scarlet Violet Base Set: 129/198 Spiritomb U (Reverse Holo),Spiritomb U (Reverse Holo),1.2,-0.19999999999999996,1.0
130/198,[ENG] SV01 Scarlet Violet Base Set: 130/198 Croagunk C (Non-Foil),Croagunk C (Non-Foil),0.5,0.0,0.5
130/198,[ENG] SV01 Scarlet Violet Base Set: 130/198 Croagunk C (Reverse Holo),Croagunk C (Reverse Holo),1.0,0.0,1.0
131/198,[ENG] SV01 Scarlet Violet Base Set: 131/198 Toxicroak EX RR (Double Rare),Toxicroak EX RR (Double Rare),1.8,0.19999999999999996,2.0
132/198,[ENG] SV01 Scarlet Violet Base Set: 132/198 Pawniard C (Non-Foil),Pawniard C (Non-Foil),0.5,0.0,0.5
132/198,[ENG] SV01 Scarlet Violet Base Set: 132/198 Pawniard C (Reverse Holo),Pawniard C (Reverse Holo),1.0,0.0,1.0
133/198,[ENG] SV01 Scarlet Violet Base Set: 133/198 Bisharp C (Non-Foil),Bisharp C (Non-Foil),0.6,-0.09999999999999998,0.5
133/198,[ENG] SV01 Scarlet Violet Base Set: 133/198 Bisharp C (Reverse Holo),Bisharp C (Reverse Holo),1.0,0.0,1.0
134/198,[ENG] SV01 Scarlet Violet Base Set: 134/198 Kingambit R (Foil),Kingambit R (Foil),0.5,0.0,0.5
134/198,[ENG] SV01 Scarlet Violet Base Set: 134/198 Kingambit R (Reverse Holo),Kingambit R (Reverse Holo),1.2,-0.19999999999999996,1.0
135/198,[ENG] SV01 Scarlet Violet Base Set: 135/198 Maschiff C (Non-Foil),Maschiff C (Non-Foil),0.5,0.0,0.5
135/198,[ENG] SV01 Scarlet Violet Base Set: 135/198 Maschiff C (Reverse Holo),Maschiff C (Reverse Holo),1.0,0.0,1.0
136/198,[ENG] SV01 Scarlet Violet Base Set: 136/198 Maschiff C (Non-Foil),Maschiff C (Non-Foil),0.5,0.0,0.5
136/198,[ENG] SV01 Scarlet Violet Base Set: 136/198 Maschiff C (Reverse Holo),Maschiff C (Reverse Holo),1.5,-0.5,1.0
137/198,[ENG] SV01 Scarlet Violet Base Set: 137/198 Mabosstiff U (Non-Foil),Mabosstiff U (Non-Foil),0.5,0.0,0.5
137/198,[ENG] SV01 Scarlet Violet Base Set: 137/198 Mabosstiff U (Reverse Holo),Mabosstiff U (Reverse Holo),1.5,-0.5,1.0
138/198,[ENG] SV01 Scarlet Violet Base Set: 138/198 Bombirdier U (Non-Foil),Bombirdier U (Non-Foil),0.8,-0.30000000000000004,0.5
138/198,[ENG] SV01 Scarlet Violet Base Set: 138/198 Bombirdier U (Reverse Holo),Bombirdier U (Reverse Holo),1.2,-0.19999999999999996,1.0
139/198,[ENG] SV01 Scarlet Violet Base Set: 139/198 Forretress U (Non-Foil),Forretress U (Non-Foil),0.5,0.0,0.5
139/198,[ENG] SV01 Scarlet Violet Base Set: 139/198 Forretress U (Reverse Holo),Forretress U (Reverse Holo),1.0,0.0,1.0
140/198,[ENG] SV01 Scarlet Violet Base Set: 140/198 Varoom C (Non-Foil),Varoom C (Non-Foil),0.6,-0.09999999999999998,0.5
140/198,[ENG] SV01 Scarlet Violet Base Set: 140/198 Varoom C (Reverse Holo),Varoom C (Reverse Holo),1.0,0.0,1.0
141/198,[ENG] SV01 Scarlet Violet Base Set: 141/198 Varoom C (Non-Foil),Varoom C (Non-Foil),0.6,-0.09999999999999998,0.5
141/198,[ENG] SV01 Scarlet Violet Base Set: 141/198 Varoom C (Reverse Holo),Varoom C (Reverse Holo),1.5,-0.5,1.0
142/198,[ENG] SV01 Scarlet Violet Base Set: 142/198 Revavroom R (Foil),Revavroom R (Foil),0.6,-0.09999999999999998,0.5
142/198,[ENG] SV01 Scarlet Violet Base Set: 142/198 Revavroom R (Reverse Holo),Revavroom R (Reverse Holo),1.5,-0.5,1.0
143/198,[ENG] SV01 Scarlet Violet Base Set: 143/198 Iron Treads EX RR (Double Rare),Iron Treads EX RR (Double Rare),1.8,0.19999999999999996,2.0
144/198,[ENG] SV01 Scarlet Violet Base Set: 144/198 Chansey C (Non-Foil),Chansey C (Non-Foil),0.5,0.0,0.5
144/198,[ENG] SV01 Scarlet Violet Base Set: 144/198 Chansey C (Reverse Holo),Chansey C (Reverse Holo),1.0,0.0,1.0
145/198,[ENG] SV01 Scarlet Violet Base Set: 145/198 Blissey U (Non-Foil),Blissey U (Non-Foil),0.5,0.0,0.5
145/198,[ENG] SV01 Scarlet Violet Base Set: 145/198 Blissey U (Reverse Holo),Blissey U (Reverse Holo),1.0,0.0,1.0
146/198,[ENG] SV01 Scarlet Violet Base Set: 146/198 Zangoose C (Non-Foil),Zangoose C (Non-Foil),0.5,0.0,0.5
146/198,[ENG] SV01 Scarlet Violet Base Set: 146/198 Zangoose C (Reverse Holo),Zangoose C (Reverse Holo),1.0,0.0,1.0
147/198,[ENG] SV01 Scarlet Violet Base Set: 147/198 Zangoose U (Non-Foil),Zangoose U (Non-Foil),0.5,0.0,0.5
147/198,[ENG] SV01 Scarlet Violet Base Set: 147/198 Zangoose U (Reverse Holo),Zangoose U (Reverse Holo),1.0,0.0,1.0
148/198,[ENG] SV01 Scarlet Violet Base Set: 148/198 Starly C (Non-Foil),Starly C (Non-Foil),0.5,0.0,0.5
148/198,[ENG] SV01 Scarlet Violet Base Set: 148/198 Starly C (Reverse Holo),Starly C (Reverse Holo),1.0,0.0,1.0
149/198,[ENG] SV01 Scarlet Violet Base Set: 149/198 Staravia C (Non-Foil),Staravia C (Non-Foil),0.5,0.0,0.5
149/198,[ENG] SV01 Scarlet Violet Base Set: 149/198 Staravia C (Reverse Holo),Staravia C (Reverse Holo),1.0,0.0,1.0
150/198,[ENG] SV01 Scarlet Violet Base Set: 150/198 Staraptor U (Non-Foil),Staraptor U (Non-Foil),0.5,0.0,0.5
150/198,[ENG] SV01 Scarlet Violet Base Set: 150/198 Staraptor U (Reverse Holo),Staraptor U (Reverse Holo),2.0,-1.0,1.0
151/198,[ENG] SV01 Scarlet Violet Base Set: 151/198 Skwovet C (Non-Foil),Skwovet C (Non-Foil),0.8,-0.30000000000000004,0.5
151/198,[ENG] SV01 Scarlet Violet Base Set: 151/198 Skwovet C (Reverse Holo),Skwovet C (Reverse Holo),1.0,0.30000000000000004,1.3
152/198,[ENG] SV01 Scarlet Violet Base Set: 152/198 Greedent U (Non-Foil),Greedent U (Non-Foil),0.5,0.0,0.5
152/198,[ENG] SV01 Scarlet Violet Base Set: 152/198 Greedent U (Reverse Holo),Greedent U (Reverse Holo),1.0,0.0,1.0
153/198,[ENG] SV01 Scarlet Violet Base Set: 153/198 Indeedee R (Foil),Indeedee R (Foil),0.5,0.0,0.5
153/198,[ENG] SV01 Scarlet Violet Base Set: 153/198 Indeedee R (Reverse Holo),Indeedee R (Reverse Holo),1.0,0.0,1.0
154/198,[ENG] SV01 Scarlet Violet Base Set: 154/198 Lechonk C (Non-Foil),Lechonk C (Non-Foil),0.5,0.0,0.5
154/198,[ENG] SV01 Scarlet Violet Base Set: 154/198 Lechonk C (Reverse Holo),Lechonk C (Reverse Holo),1.0,0.0,1.0
155/198,[ENG] SV01 Scarlet Violet Base Set: 155/198 Lechonk C (Non-Foil),Lechonk C (Non-Foil),0.6,-0.09999999999999998,0.5
155/198,[ENG] SV01 Scarlet Violet Base Set: 155/198 Lechonk C (Reverse Holo),Lechonk C (Reverse Holo),1.0,0.0,1.0
156/198,[ENG] SV01 Scarlet Violet Base Set: 156/198 Lechonk C (Non-Foil),Lechonk C (Non-Foil),0.5,0.0,0.5
156/198,[ENG] SV01 Scarlet Violet Base Set: 156/198 Lechonk C (Reverse Holo),Lechonk C (Reverse Holo),1.2,-0.19999999999999996,1.0
157/198,[ENG] SV01 Scarlet Violet Base Set: 157/198 Oinkologne U (Non-Foil),Oinkologne U (Non-Foil),0.5,0.0,0.5
157/198,[ENG] SV01 Scarlet Violet Base Set: 157/198 Oinkologne U (Reverse Holo),Oinkologne U (Reverse Holo),1.2,-0.19999999999999996,1.0
158/198,[ENG] SV01 Scarlet Violet Base Set: 158/198 Oinkologne EX RR (Double Rare),Oinkologne EX RR (Double Rare),1.8,0.19999999999999996,2.0
159/198,[ENG] SV01 Scarlet Violet Base Set: 159/198 Tandemaus C (Non-Foil),Tandemaus C (Non-Foil),0.5,0.0,0.5
159/198,[ENG] SV01 Scarlet Violet Base Set: 159/198 Tandemaus C (Reverse Holo),Tandemaus C (Reverse Holo),1.0,0.0,1.0
160/198,[ENG] SV01 Scarlet Violet Base Set: 160/198 Tandemaus C (Non-Foil),Tandemaus C (Non-Foil),0.5,0.0,0.5
160/198,[ENG] SV01 Scarlet Violet Base Set: 160/198 Tandemaus C (Reverse Holo),Tandemaus C (Reverse Holo),0.0,1.0,1.0
161/198,[ENG] SV01 Scarlet Violet Base Set: 161/198 Maushold U (Non-Foil),Maushold U (Non-Foil),0.5,0.0,0.5
161/198,[ENG] SV01 Scarlet Violet Base Set: 161/198 Maushold U (Reverse Holo),Maushold U (Reverse Holo),1.0,0.0,1.0
162/198,[ENG] SV01 Scarlet Violet Base Set: 162/198 Squawkabilly C (Non-Foil),Squawkabilly C (Non-Foil),0.5,0.0,0.5
162/198,[ENG] SV01 Scarlet Violet Base Set: 162/198 Squawkabilly C (Reverse Holo),Squawkabilly C (Reverse Holo),1.0,0.0,1.0
163/198,[ENG] SV01 Scarlet Violet Base Set: 163/198 Cyclizar U (Non-Foil),Cyclizar U (Non-Foil),0.5,0.0,0.5
163/198,[ENG] SV01 Scarlet Violet Base Set: 163/198 Cyclizar U (Reverse Holo),Cyclizar U (Reverse Holo),1.0,0.0,1.0
164/198,[ENG] SV01 Scarlet Violet Base Set: 164/198 Cyclizar R (Foil),Cyclizar R (Foil),1.0,-0.5,0.5
164/198,[ENG] SV01 Scarlet Violet Base Set: 164/198 Cyclizar R (Reverse Holo),Cyclizar R (Reverse Holo),1.0,0.0,1.0
165/198,[ENG] SV01 Scarlet Violet Base Set: 165/198 Flamigo U (Non-Foil),Flamigo U (Non-Foil),0.5,0.0,0.5
165/198,[ENG] SV01 Scarlet Violet Base Set: 165/198 Flamigo U (Reverse Holo),Flamigo U (Reverse Holo),1.0,0.0,1.0
166/198,[ENG] SV01 Scarlet Violet Base Set: 166/198 Arven U (Non-Foil),Arven U (Non-Foil),0.6,3.1,3.7
166/198,[ENG] SV01 Scarlet Violet Base Set: 166/198 Arven U (Reverse Holo),Arven U (Reverse Holo),1.3,1.9999999999999998,3.3
167/198,[ENG] SV01 Scarlet Violet Base Set: 167/198 Beach Court U (Non-Foil),Beach Court U (Non-Foil),0.8,-0.30000000000000004,0.5
167/198,[ENG] SV01 Scarlet Violet Base Set: 167/198 Beach Court U (Reverse Holo),Beach Court U (Reverse Holo),1.6,-0.6000000000000001,1.0
168/198,[ENG] SV01 Scarlet Violet Base Set: 168/198 Crushing Hammer C (Non-Foil),Crushing Hammer C (Non-Foil),0.6,0.0,0.6
168/198,[ENG] SV01 Scarlet Violet Base Set: 168/198 Crushing Hammer C (Reverse Holo),Crushing Hammer C (Reverse Holo),1.5,-0.19999999999999996,1.3
169/198,[ENG] SV01 Scarlet Violet Base Set: 169/198 Defiance Band U (Non-Foil),Defiance Band U (Non-Foil),0.5,0.4,0.9
169/198,[ENG] SV01 Scarlet Violet Base Set: 169/198 Defiance Band U (Reverse Holo),Defiance Band U (Reverse Holo),1.0,0.3999999999999999,1.4
170/198,[ENG] SV01 Scarlet Violet Base Set: 170/198 Electric Generator U (Non-Foil),Electric Generator U (Non-Foil),0.5,0.0,0.5
170/198,[ENG] SV01 Scarlet Violet Base Set: 170/198 Electric Generator U (Reverse Holo),Electric Generator U (Reverse Holo),1.2,0.10000000000000009,1.3
171/198,[ENG] SV01 Scarlet Violet Base Set: 171/198 Energy Retrieval C (Non-Foil),Energy Retrieval C (Non-Foil),0.5,0.4,0.9
171/198,[ENG] SV01 Scarlet Violet Base Set: 171/198 Energy Retrieval C (Reverse Holo),Energy Retrieval C (Reverse Holo),1.0,0.19999999999999996,1.2
172/198,[ENG] SV01 Scarlet Violet Base Set: 172/198 Energy Search C (Non-Foil),Energy Search C (Non-Foil),0.6,0.0,0.6
172/198,[ENG] SV01 Scarlet Violet Base Set: 172/198 Energy Search C (Reverse Holo),Energy Search C (Reverse Holo),1.0,0.0,1.0
173/198,[ENG] SV01 Scarlet Violet Base Set: 173/198 Energy Switch C (Non-Foil),Energy Switch C (Non-Foil),0.6,0.4,1.0
173/198,[ENG] SV01 Scarlet Violet Base Set: 173/198 Energy Switch C (Reverse Holo),Energy Switch C (Reverse Holo),1.0,0.0,1.0
174/198,[ENG] SV01 Scarlet Violet Base Set: 174/198 Exp. Share U (Non-Foil),Exp. Share U (Non-Foil),0.6,-0.09999999999999998,0.5
174/198,[ENG] SV01 Scarlet Violet Base Set: 174/198 Exp. Share U (Reverse Holo),Exp. Share U (Reverse Holo),1.3,-0.30000000000000004,1.0
175/198,[ENG] SV01 Scarlet Violet Base Set: 175/198 Jacq U (Non-Foil),Jacq U (Non-Foil),0.5,0.0,0.5
175/198,[ENG] SV01 Scarlet Violet Base Set: 175/198 Jacq U (Reverse Holo),Jacq U (Reverse Holo),1.0,0.30000000000000004,1.3
176/198,[ENG] SV01 Scarlet Violet Base Set: 176/198 Judge U (Non-Foil),Judge U (Non-Foil),1.0,-0.09999999999999998,0.9
176/198,[ENG] SV01 Scarlet Violet Base Set: 176/198 Judge U (Reverse Holo),Judge U (Reverse Holo),1.2,-0.19999999999999996,1.0
177/198,[ENG] SV01 Scarlet Violet Base Set: 177/198 Katy U (Non-Foil),Katy U (Non-Foil),0.5,0.0,0.5
177/198,[ENG] SV01 Scarlet Violet Base Set: 177/198 Katy U (Reverse Holo),Katy U (Reverse Holo),1.5,-0.5,1.0
178/198,[ENG] SV01 Scarlet Violet Base Set: 178/198 Mesagoza U (Non-Foil),Mesagoza U (Non-Foil),0.8,-0.30000000000000004,0.5
178/198,[ENG] SV01 Scarlet Violet Base Set: 178/198 Mesagoza U (Reverse Holo),Mesagoza U (Reverse Holo),1.3,-0.30000000000000004,1.0
179/198,[ENG] SV01 Scarlet Violet Base Set: 179/198 Miriam U (Non-Foil),Miriam U (Non-Foil),0.6,-0.09999999999999998,0.5
179/198,[ENG] SV01 Scarlet Violet Base Set: 179/198 Miriam U (Reverse Holo),Miriam U (Reverse Holo),2.0,-1.0,1.0
180/198,[ENG] SV01 Scarlet Violet Base Set: 180/198 Nemona C (Non-Foil),Nemona C (Non-Foil),0.5,0.0,0.5
180/198,[ENG] SV01 Scarlet Violet Base Set: 180/198 Nemona C (Reverse Holo),Nemona C (Reverse Holo),1.0,0.0,1.0
181/198,[ENG] SV01 Scarlet Violet Base Set: 181/198 Nest Ball U (Non-Foil),Nest Ball U (Non-Foil),1.9,-1.2999999999999998,0.6
181/198,[ENG] SV01 Scarlet Violet Base Set: 181/198 Nest Ball U (Reverse Holo),Nest Ball U (Reverse Holo),4.5,-2.1,2.4
182/198,[ENG] SV01 Scarlet Violet Base Set: 182/198 Pal Pad C (Non-Foil),Pal Pad C (Non-Foil),0.6,0.0,0.6
182/198,[ENG] SV01 Scarlet Violet Base Set: 182/198 Pal Pad C (Reverse Holo),Pal Pad C (Reverse Holo),1.3,0.0,1.3
183/198,[ENG] SV01 Scarlet Violet Base Set: 183/198 Penny U (Non-Foil),Penny U (Non-Foil),0.6,0.20000000000000007,0.8
183/198,[ENG] SV01 Scarlet Violet Base Set: 183/198 Penny U (Reverse Holo),Penny U (Reverse Holo),2.0,-1.0,1.0
184/198,[ENG] SV01 Scarlet Violet Base Set: 184/198 Picnic Basket U (Non-Foil),Picnic Basket U (Non-Foil),0.5,0.0,0.5
184/198,[ENG] SV01 Scarlet Violet Base Set: 184/198 Picnic Basket U (Reverse Holo),Picnic Basket U (Reverse Holo),1.0,0.0,1.0
185/198,[ENG] SV01 Scarlet Violet Base Set: 185/198 Poke Ball C (Non-Foil),Poke Ball C (Non-Foil),0.5,0.0,0.5
185/198,[ENG] SV01 Scarlet Violet Base Set: 185/198 Poke Ball C (Reverse Holo),Poke Ball C (Reverse Holo),1.0,0.0,1.0
186/198,[ENG] SV01 Scarlet Violet Base Set: 186/198 Pokegear 3.0 C (Non-Foil),Pokegear 3.0 C (Non-Foil),0.8,0.5999999999999999,1.4
186/198,[ENG] SV01 Scarlet Violet Base Set: 186/198 Pokegear 3.0 C (Reverse Holo),Pokegear 3.0 C (Reverse Holo),1.2,0.10000000000000009,1.3
187/198,[ENG] SV01 Scarlet Violet Base Set: 187/198 Pokemon Catcher C (Non-Foil),Pokemon Catcher C (Non-Foil),0.6,0.4,1.0
187/198,[ENG] SV01 Scarlet Violet Base Set: 187/198 Pokemon Catcher C (Reverse Holo),Pokemon Catcher C (Reverse Holo),1.0,0.0,1.0
188/198,[ENG] SV01 Scarlet Violet Base Set: 188/198 Potion C (Non-Foil),Potion C (Non-Foil),0.6,-0.09999999999999998,0.5
188/198,[ENG] SV01 Scarlet Violet Base Set: 188/198 Potion C (Reverse Holo),Potion C (Reverse Holo),1.0,0.0,1.0
189/198,[ENG] SV01 Scarlet Violet Base Set: 189/198 Professor’s Research R (Foil),Professor’s Research R (Foil),1.3,-0.8,0.5
189/198,[ENG] SV01 Scarlet Violet Base Set: 189/198 Professor’s Research R (Reverse Holo),Professor’s Research R (Reverse Holo),1.5,-0.5,1.0
190/198,[ENG] SV01 Scarlet Violet Base Set: 190/198 Professor’s Research R (Foil),Professor’s Research R (Foil),1.0,-0.19999999999999996,0.8
190/198,[ENG] SV01 Scarlet Violet Base Set: 190/198 Professor’s Research R (Reverse Holo),Professor’s Research R (Reverse Holo),1.0,0.0,1.0
191/198,[ENG] SV01 Scarlet Violet Base Set: 191/198 Rare Candy C (Non-Foil),Rare Candy C (Non-Foil),1.0,0.0,1.0
191/198,[ENG] SV01 Scarlet Violet Base Set: 191/198 Rare Candy C (Reverse Holo),Rare Candy C (Reverse Holo),1.3,-0.30000000000000004,1.0
192/198,[ENG] SV01 Scarlet Violet Base Set: 192/198 Rock Chestplate U (Non-Foil),Rock Chestplate U (Non-Foil),0.6,-0.09999999999999998,0.5
192/198,[ENG] SV01 Scarlet Violet Base Set: 192/198 Rock Chestplate U (Reverse Holo),Rock Chestplate U (Reverse Holo),1.0,0.0,1.0
193/198,[ENG] SV01 Scarlet Violet Base Set: 193/198 Rocky Helmet U (Non-Foil),Rocky Helmet U (Non-Foil),0.8,-0.30000000000000004,0.5
193/198,[ENG] SV01 Scarlet Violet Base Set: 193/198 Rocky Helmet U (Reverse Holo),Rocky Helmet U (Reverse Holo),1.0,0.0,1.0
194/198,[ENG] SV01 Scarlet Violet Base Set: 194/198 Switch C (Non-Foil),Switch C (Non-Foil),0.5,0.09999999999999998,0.6
194/198,[ENG] SV01 Scarlet Violet Base Set: 194/198 Switch C (Reverse Holo),Switch C (Reverse Holo),1.0,0.19999999999999996,1.2
