Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / International,Price / International,Compare At Price / International,Status
eng-sv05-temporal-forces-051-162-pikachu-lightning-c-common-non-foil,[ENG]	SV05	Temporal Forces:	051/162	Pikachu	[Lightning]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/98_17019edc-88c2-4772-ae04-8c0994645b1f.jpg?v=1714700867,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-051-162-pikachu-lightning-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	051/162	Pikachu	[Lightning]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/99_c6e98127-77d3-48c8-9965-5f2fb6738776.jpg?v=1714700906,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-052-162-raichu-lightning-c-common-non-foil,[ENG]	SV05	Temporal Forces:	052/162	Raichu	[Lightning]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/100_1e4d3125-ac25-4e86-a821-16349aa4b610.jpg?v=1714700942,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-052-162-raichu-lightning-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	052/162	Raichu	[Lightning]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/101_777625cf-ec70-4aa5-94bc-83ba74d28d6c.jpg?v=1714700973,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-053-162-electabuzz-lightning-c-common-non-foil,[ENG]	SV05	Temporal Forces:	053/162	Electabuzz	[Lightning]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/102_1fd9caa8-2f7a-47ab-8a64-dbfab0abd062.jpg?v=1714701253,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-053-162-electabuzz-lightning-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	053/162	Electabuzz	[Lightning]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/103_f7cff7af-5139-46b8-8511-76daba825650.jpg?v=1714701285,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-054-162-electivire-lightning-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	054/162	Electivire	[Lightning]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/104_61b83e38-76ad-4163-bda8-23b21b307a68.jpg?v=1714701394,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-054-162-electivire-lightning-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	054/162	Electivire	[Lightning]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/105_050cc088-c9a8-4a4c-92b2-31d34aa05c40.jpg?v=1714701430,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-055-162-charjabug-lightning-c-common-non-foil,[ENG]	SV05	Temporal Forces:	055/162	Charjabug	[Lightning]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/106_ab047a91-65b3-4817-bbd6-e595b67a1b73.jpg?v=1714701456,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-055-162-charjabug-lightning-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	055/162	Charjabug	[Lightning]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/107_5a08d19a-fa09-4659-8197-ccd64f73fcbf.jpg?v=1714701488,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-056-162-vikavolt-lightning-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	056/162	Vikavolt	[Lightning]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/108_aa37357e-dadc-403c-a7d6-d9c5ab9cd1da.jpg?v=1714701522,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-056-162-vikavolt-lightning-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	056/162	Vikavolt	[Lightning]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/109_64e4058e-4929-4793-ad72-d77bd906e4a4.jpg?v=1714701568,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-057-162-zeraora-lightning-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	057/162	Zeraora	[Lightning]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/110_b3c08423-831c-4219-ba59-bb6fe81079c5.jpg?v=1714701599,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-057-162-zeraora-lightning-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	057/162	Zeraora	[Lightning]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/111_6a3b1eda-ae4a-438d-bd82-67e8ceaa5c85.jpg?v=1714701624,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-058-162-yamper-lightning-c-common-non-foil,[ENG]	SV05	Temporal Forces:	058/162	Yamper	[Lightning]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/112_c01260be-a097-4547-9f95-ac838f627cff.jpg?v=1715055447,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-058-162-yamper-lightning-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	058/162	Yamper	[Lightning]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/113_3be1078b-b3b4-4bd3-8832-662a305d6ad2.jpg?v=1715055480,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-059-162-boltund-lightning-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	059/162	Boltund	[Lightning]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/114_5a1c4180-9614-4db0-9c11-65a1db2f9e24.jpg?v=1715055520,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-059-162-boltund-lightning-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	059/162	Boltund	[Lightning]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/115_5353691c-538a-4b0a-be0f-a5df1fd670a9.jpg?v=1715055643,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-060-162-wugtrio-ex-lightning-rr-double-rare-foil,[ENG]	SV05	Temporal Forces:	060/162	Wugtrio ex	[Lightning]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/116_8a39538c-5395-4f20-8eb7-adbf2298c40e.jpg?v=1715055668,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-061-162-iron-hands-lightning-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	061/162	Iron Hands	[Lightning]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/117_98885c81-ca56-4575-9790-6a63e10a9767.jpg?v=1715055698,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-061-162-iron-hands-lightning-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	061/162	Iron Hands	[Lightning]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/118_6755a9ac-acec-4a29-b03d-5e013a2ab1cc.jpg?v=1715055734,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-062-162-iron-thorns-lightning-r-rare-foil,[ENG]	SV05	Temporal Forces:	062/162	Iron Thorns	[Lightning]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/119_bf095796-4bd4-4cd8-b730-7cba06526107.jpg?v=1715055771,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-062-162-iron-thorns-lightning-r-rare-reverse-holo,[ENG]	SV05	Temporal Forces:	062/162	Iron Thorns	[Lightning]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/120_ec531db1-a933-4525-acb4-de9e3eb3e8b0.jpg?v=1715055805,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-063-162-mr-mime-psychic-c-common-non-foil,[ENG]	SV05	Temporal Forces:	063/162	Mr. Mime	[Psychic]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/121_30cd55f0-fca5-45da-b56b-2f1c750022a0.jpg?v=1715055832,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-063-162-mr-mime-psychic-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	063/162	Mr. Mime	[Psychic]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/122_15ede811-b95a-42c9-ac26-e61cb6d62a45.jpg?v=1715055867,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-064-162-marill-psychic-c-common-non-foil,[ENG]	SV05	Temporal Forces:	064/162	Marill	[Psychic]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/123_51be6fdf-7366-400d-a64b-bd71c376e735.jpg?v=1715055889,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-064-162-marill-psychic-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	064/162	Marill	[Psychic]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/124_1fc3f781-2d85-4726-a24f-a7699702e6f5.jpg?v=1715055918,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-065-162-azumarill-psychic-c-common-non-foil,[ENG]	SV05	Temporal Forces:	065/162	Azumarill	[Psychic]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/125_22a0359e-2e9e-4f09-a5d1-330ad7e31b25.jpg?v=1715055948,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-065-162-azumarill-psychic-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	065/162	Azumarill	[Psychic]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/126_c6b0afe5-c7aa-4cf8-b7f5-16fdf89a9e9d.jpg?v=1715055971,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-066-162-girafarig-psychic-c-common-non-foil,[ENG]	SV05	Temporal Forces:	066/162	Girafarig	[Psychic]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/127_a0570994-0357-448f-9b85-82e13059e6a1.jpg?v=1715056198,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-066-162-girafarig-psychic-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	066/162	Girafarig	[Psychic]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/128_a3737621-a602-4d52-8058-a617b1cc30c9.jpg?v=1715056224,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-067-162-latias-psychic-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	067/162	Latias	[Psychic]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/129_b4306e2b-af06-4083-bb93-be45ec27ddb7.jpg?v=1715965126,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-067-162-latias-psychic-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	067/162	Latias	[Psychic]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/130_acf9a999-238f-4980-a704-12776d7f7a99.jpg?v=1715056284,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-068-162-bronzor-psychic-c-common-non-foil,[ENG]	SV05	Temporal Forces:	068/162	Bronzor	[Psychic]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/131_788e100d-3a4e-4472-8a7e-5fea4b69e7bc.jpg?v=1715056308,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-068-162-bronzor-psychic-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	068/162	Bronzor	[Psychic]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/132_48f4834f-ce37-4380-a81a-cdf52cb9e6df.jpg?v=1715056340,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-069-162-bronzong-psychic-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	069/162	Bronzong	[Psychic]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/133_a0a99e4b-a288-4a09-b1cc-51a0349b9cb7.jpg?v=1715056369,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-069-162-bronzong-psychic-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	069/162	Bronzong	[Psychic]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/134_84fd6167-ce29-47a7-9d73-27b46c604581.jpg?v=1715056401,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-070-162-solosis-psychic-c-common-non-foil,[ENG]	SV05	Temporal Forces:	070/162	Solosis	[Psychic]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/135_b283f743-485b-4200-9240-eca75c340228.jpg?v=1715056426,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-070-162-solosis-psychic-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	070/162	Solosis	[Psychic]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/136_52a08eee-d4e4-4755-b778-a70969767f99.jpg?v=1715056458,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-071-162-duosion-psychic-c-common-non-foil,[ENG]	SV05	Temporal Forces:	071/162	Duosion	[Psychic]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/137_53fa79a3-b15e-4de3-ba84-42bb3c1d8892.jpg?v=1715056481,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-071-162-duosion-psychic-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	071/162	Duosion	[Psychic]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/138_037c3057-acb1-4b7c-87c3-a86ea7dd4e4b.jpg?v=1715056508,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
