Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / International,Price / International,Compare At Price / International,Status
eng-sv05-temporal-forces-098-162-sandy-shocks-fighting-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	098/162	Sandy Shocks	[Fighting]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.2,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/191_7b17e70c-0600-4639-81e8-82fb2e386b55.jpg?v=1715061390,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-099-162-iron-boulder-ex-fighting-rr-double-rare-foil,[ENG]	SV05	Temporal Forces:	099/162	Iron Boulder ex	[Fighting]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/192_3b216f67-16df-4afa-9499-ae97375d10df.jpg?v=1715061408,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-100-162-ekans-darkness-c-common-non-foil,[ENG]	SV05	Temporal Forces:	100/162	Ekans	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/193_76efc7c6-ad1b-461b-b097-56355cd14a51.jpg?v=1715061615,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-100-162-ekans-darkness-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	100/162	Ekans	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/194_55988056-8187-4658-9916-3e2b1caaea62.jpg?v=1715061645,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-101-162-arbok-darkness-c-common-non-foil,[ENG]	SV05	Temporal Forces:	101/162	Arbok	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,0.6,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/195_692a3aac-b0f7-448c-b45d-c0cb052fc23c.jpg?v=1715061676,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-101-162-arbok-darkness-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	101/162	Arbok	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/196_4b344d74-263c-4545-8c1c-d3a135920835.jpg?v=1715061700,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-102-162-gastly-darkness-c-common-non-foil,[ENG]	SV05	Temporal Forces:	102/162	Gastly	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/197_b94720d9-cd3f-488c-b4a2-2c61709b34b1.jpg?v=1715061719,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-102-162-gastly-darkness-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	102/162	Gastly	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/198_26d413c4-31be-4609-9f18-d0526c4b6988.jpg?v=1715061742,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-103-162-haunter-darkness-c-common-non-foil,[ENG]	SV05	Temporal Forces:	103/162	Haunter	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/199_c10c51a9-e8cc-4021-ac05-353392fb3f5c.jpg?v=1715061776,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-103-162-haunter-darkness-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	103/162	Haunter	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/200_9392f86e-da34-4adf-864a-8f63d334f37b.jpg?v=1715062143,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-104-162-gengar-ex-darkness-rr-double-rare-foil,[ENG]	SV05	Temporal Forces:	104/162	Gengar ex	[Darkness]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/201_efaec5b7-4503-42ab-991f-3cdd2e1c8c9e.jpg?v=1715062222,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-105-162-poochyena-darkness-c-common-non-foil,[ENG]	SV05	Temporal Forces:	105/162	Poochyena	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/202_b97406a9-b890-427c-a06c-73fca06395ec.jpg?v=1715062366,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-105-162-poochyena-darkness-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	105/162	Poochyena	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/203_b9b05a22-76ea-4683-9a40-08eddcb11b08.jpg?v=1715062404,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-106-162-mightyena-darkness-c-common-non-foil,[ENG]	SV05	Temporal Forces:	106/162	Mightyena	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/204_5bf7a4e7-2a1c-4013-98e7-9602f1240833.jpg?v=1715062459,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-106-162-mightyena-darkness-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	106/162	Mightyena	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/205_76f0a557-2156-4fbd-a960-be1541a2f159.jpg?v=1715062486,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-107-162-sableye-darkness-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	107/162	Sableye	[Darkness]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/206_b62f7622-e398-49db-9650-5e48de778717.jpg?v=1715062511,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-107-162-sableye-darkness-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	107/162	Sableye	[Darkness]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/207_3699feb3-45cc-4384-8a67-901f28fdc0ba.jpg?v=1715062537,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-108-162-farigiraf-ex-darkness-rr-double-rare-foil,[ENG]	SV05	Temporal Forces:	108/162	Farigiraf ex	[Darkness]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/208_d7085d28-e571-4253-be17-09d47736f67a.jpg?v=1715062557,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-109-162-roaring-moon-darkness-r-rare-foil,[ENG]	SV05	Temporal Forces:	109/162	Roaring Moon	[Darkness]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.6,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/209_beab616f-5476-40aa-94c1-b84356f10a65.jpg?v=1715062587,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-109-162-roaring-moon-darkness-r-rare-reverse-holo,[ENG]	SV05	Temporal Forces:	109/162	Roaring Moon	[Darkness]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.2,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/210_02d1dd2c-a577-49b3-92b5-6f0ebdf0ecfa.jpg?v=1715062628,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-110-162-forrestress-metal-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	110/162	Forrestress	[Metal]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/211_15c3a57c-06a1-4b6e-b975-8b959b6dfb85.jpg?v=1715062663,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-110-162-forrestress-metal-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	110/162	Forrestress	[Metal]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/212_4503f214-48fa-49b8-b119-be4a5e3e1737.jpg?v=1715062698,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-111-162-scizor-ex-metal-rr-double-rare-foil,[ENG]	SV05	Temporal Forces:	111/162	Scizor ex	[Metal]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/213_cff46278-21ef-47f2-9607-218f18dce81b.jpg?v=1715062722,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-112-162-mawile-metal-c-common-non-foil,[ENG]	SV05	Temporal Forces:	112/162	Mawile	[Metal]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/214_a93623bb-3cd6-485a-bb4f-e7c6e6cb0456.jpg?v=1715062748,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-112-162-mawile-metal-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	112/162	Mawile	[Metal]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/215_e4660abc-987c-44e8-83da-f4ae282259e7.jpg?v=1715062773,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-113-162-beldum-metal-c-common-non-foil,[ENG]	SV05	Temporal Forces:	113/162	Beldum	[Metal]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/216_dae16a92-c187-4563-8ccd-1a0f137abc4c.jpg?v=1715062792,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-113-162-beldum-metal-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	113/162	Beldum	[Metal]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/217_de56feb1-7c47-4701-9807-a14af48459c4.jpg?v=1715062814,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-114-162-metang-metal-c-common-non-foil,[ENG]	SV05	Temporal Forces:	114/162	Metang	[Metal]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,0.6,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/218_dfe63e7b-ff2d-4e0a-919d-1e88ae1af277.jpg?v=1715062834,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-114-162-metang-metal-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	114/162	Metang	[Metal]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/219_4e70c33b-73fb-4ea1-8472-da131087c610.jpg?v=1715062896,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-115-162-metagross-metal-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	115/162	Metagross	[Metal]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/220_996b83b2-c7cf-456d-8e39-99600464dbff.jpg?v=1715062918,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-115-162-metagross-metal-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	115/162	Metagross	[Metal]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/221_02109306-2d3f-4f86-9152-cacbd4a78867.jpg?v=1715063247,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-116-162-meltan-metal-c-common-non-foil,[ENG]	SV05	Temporal Forces:	116/162	Meltan	[Metal]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/222_57d1ecfc-275d-4586-94d0-b477d1112fc3.jpg?v=1715063280,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-116-162-meltan-metal-c-common-reverse-holo,[ENG]	SV05	Temporal Forces:	116/162	Meltan	[Metal]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/223_a8453cda-44e8-4989-8910-283a1693dcae.jpg?v=1715063319,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-117-162-melmetal-metal-r-rare-foil,[ENG]	SV05	Temporal Forces:	117/162	Melmetal	[Metal]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/224_198cb937-eea9-4dbd-aff8-97319b0525f6.jpg?v=1715063354,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-117-162-melmetal-metal-r-rare-reverse-holo,[ENG]	SV05	Temporal Forces:	117/162	Melmetal	[Metal]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/225_8c0bce1a-ec01-41c3-817e-390ba00e4e0d.jpg?v=1715063404,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-118-162-iron-threads-metal-u-uncommon-non-foil,[ENG]	SV05	Temporal Forces:	118/162	Iron Threads	[Metal]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/226_c2fbe4c3-6982-4853-8d59-ae6f230784bf.jpg?v=1715063443,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-118-162-iron-threads-metal-u-uncommon-reverse-holo,[ENG]	SV05	Temporal Forces:	118/162	Iron Threads	[Metal]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/227_abf46e64-561a-4043-98f6-e26aa0fdd510.jpg?v=1715063457,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-119-162-koraidon-dragon-r-rare-foil,[ENG]	SV05	Temporal Forces:	119/162	Koraidon	[Dragon]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Dragon",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/228_f3642e6f-6498-4897-b263-aec29cb9f5c1.jpg?v=1715063477,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-119-162-koraidon-dragon-r-rare-reverse-holo,[ENG]	SV05	Temporal Forces:	119/162	Koraidon	[Dragon]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Dragon",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/228_17eb6ee9-8990-4f96-a805-e63ac324c0d8.jpg?v=1715063495,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-120-162-koraidon-ex-dragon-rr-double-rare-foil,[ENG]	SV05	Temporal Forces:	120/162	Koraidon ex	[Dragon]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Dragon",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/230_6993978e-ac87-4cdb-bdfc-32bbd6360ed7.jpg?v=1715063519,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-121-162-miraidon-dragon-r-rare-foil,[ENG]	SV05	Temporal Forces:	121/162	Miraidon	[Dragon]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Dragon",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.6,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/231_f31539bd-3d6c-4086-8012-731802209f16.jpg?v=1715063552,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv05-temporal-forces-121-162-miraidon-dragon-r-rare-reverse-holo,[ENG]	SV05	Temporal Forces:	121/162	Miraidon	[Dragon]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Dragon",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/232_8bbdac39-901e-422f-8a8b-d9c12e576e27.jpg?v=1715063588,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
