ID,Shopify Name,Sawadeekard Name,Before,Change,After
012/197,[ENG]	SV03	Obsidian Flames:	012/197	Trevenant	U	(Reverse Holo),Trevenant U (Reverse Holo),1.5,-0.5,1.0
013/197,[ENG]	SV03	Obsidian Flames:	013/197	Rowlet	C	(Non-Foil),Rowlet C (Non-Foil),0.5,0.0,0.5
013/197,[ENG]	SV03	Obsidian Flames:	013/197	Rowlet	C	(Reverse Holo),Rowlet C (Reverse Holo),1.0,0.0,1.0
014/197,[ENG]	SV03	Obsidian Flames:	014/197	Dartrix	U	(Non-Foil),Dartrix U (Non-Foil),0.5,0.0,0.5
014/197,[ENG]	SV03	Obsidian Flames:	014/197	Dartrix	U	(Reverse Holo),Dartrix U (Reverse Holo),1.5,-0.5,1.0
015/197,[ENG]	SV03	Obsidian Flames:	015/197	Decidueye ex	RR	(Foil),Decidueye ex RR (Foil),2.0,0.0,2.0
016/197,[ENG]	SV03	Obsidian Flames:	016/197	Bounsweet	C	(Non-Foil),Bounsweet C (Non-Foil),0.5,0.0,0.5
016/197,[ENG]	SV03	Obsidian Flames:	016/197	Bounsweet	C	(Reverse Holo),Bounsweet C (Reverse Holo),1.0,0.0,1.0
017/197,[ENG]	SV03	Obsidian Flames:	017/197	Steenee	C	(Non-Foil),Steenee C (Non-Foil),0.5,0.0,0.5
017/197,[ENG]	SV03	Obsidian Flames:	017/197	Steenee	C	(Reverse Holo),Steenee C (Reverse Holo),1.0,0.0,1.0
018/197,[ENG]	SV03	Obsidian Flames:	018/197	Tsareena	U	(Non-Foil),Tsareena U (Non-Foil),0.5,0.09999999999999998,0.6
018/197,[ENG]	SV03	Obsidian Flames:	018/197	Tsareena	U	(Reverse Holo),Tsareena U (Reverse Holo),1.5,-0.5,1.0
019/197,[ENG]	SV03	Obsidian Flames:	019/197	Smoliv	C	(Non-Foil),Smoliv C (Non-Foil),0.5,0.0,0.5
019/197,[ENG]	SV03	Obsidian Flames:	019/197	Smoliv	C	(Reverse Holo),Smoliv C (Reverse Holo),1.0,0.0,1.0
020/197,[ENG]	SV03	Obsidian Flames:	020/197	Dolliv	C	(Non-Foil),Dolliv C (Non-Foil),0.5,0.0,0.5
020/197,[ENG]	SV03	Obsidian Flames:	020/197	Dolliv	C	(Reverse Holo),Dolliv C (Reverse Holo),1.5,-0.5,1.0
021/197,[ENG]	SV03	Obsidian Flames:	021/197	Arboliva	U	(Non-Foil),Arboliva U (Non-Foil),0.5,0.0,0.5
021/197,[ENG]	SV03	Obsidian Flames:	021/197	Arboliva	U	(Reverse Holo),Arboliva U (Reverse Holo),1.5,-0.30000000000000004,1.2
022/197,[ENG]	SV03	Obsidian Flames:	022/197	Toedscruel ex	RR	(Foil),Toedscruel ex RR (Foil),2.0,0.0,2.0
023/197,[ENG]	SV03	Obsidian Flames:	023/197	Capsakid	C	(Non-Foil),Capsakid C (Non-Foil),0.5,0.0,0.5
023/197,[ENG]	SV03	Obsidian Flames:	023/197	Capsakid	C	(Reverse Holo),Capsakid C (Reverse Holo),1.0,0.0,1.0
024/197,[ENG]	SV03	Obsidian Flames:	024/197	Capsakid	C	(Non-Foil),Capsakid C (Non-Foil),0.5,0.0,0.5
024/197,[ENG]	SV03	Obsidian Flames:	024/197	Capsakid	C	(Reverse Holo),Capsakid C (Reverse Holo),1.0,0.0,1.0
025/197,[ENG]	SV03	Obsidian Flames:	025/197	Scovillain	R	(Foil),Scovillain R (Foil),0.8,-0.30000000000000004,0.5
025/197,[ENG]	SV03	Obsidian Flames:	025/197	Scovillain	R	(Reverse Holo),Scovillain R (Reverse Holo),1.0,0.0,1.0
026/197,[ENG]	SV03	Obsidian Flames:	026/197	Charmander	C	(Reverse Holo),Charmander C (Non-Foil),1.0,-0.5,0.5
026/197,[ENG]	SV03	Obsidian Flames:	026/197	Charmander	C (Non-Foil),Charmander C (Reverse Holo),0.5,0.5,1.0
027/197,[ENG]	SV03	Obsidian Flames:	027/197	Charmeleon	U	(Non-Foil),Charmeleon U (Non-Foil),0.5,0.0,0.5
027/197,[ENG]	SV03	Obsidian Flames:	027/197	Charmeleon	U	(Reverse Holo),Charmeleon U (Reverse Holo),1.0,0.0,1.0
028/197,[ENG]	SV03	Obsidian Flames:	028/197	Vulpix	C	(Non-Foil),Vulpix C (Non-Foil),0.5,0.0,0.5
028/197,[ENG]	SV03	Obsidian Flames:	028/197	Vulpix	C	(Reverse Holo),Vulpix C (Reverse Holo),1.0,0.0,1.0
029/197,[ENG]	SV03	Obsidian Flames:	029/197	Ninetales	U	(Non-Foil),Ninetales U (Non-Foil),0.5,0.0,0.5
029/197,[ENG]	SV03	Obsidian Flames:	029/197	Ninetales	U	(Reverse Holo),Ninetales U (Reverse Holo),2.0,-1.0,1.0
030/197,[ENG]	SV03	Obsidian Flames:	030/197	Entei	R	(Foil),Entei R (Foil),0.8,-0.30000000000000004,0.5
030/197,[ENG]	SV03	Obsidian Flames:	030/197	Entei	R	(Reverse Holo),Entei R (Reverse Holo),1.5,-0.30000000000000004,1.2
031/197,[ENG]	SV03	Obsidian Flames:	031/197	Numel	C	(Non-Foil),Numel C (Non-Foil),0.5,0.0,0.5
031/197,[ENG]	SV03	Obsidian Flames:	031/197	Numel	C	(Reverse Holo),Numel C (Reverse Holo),1.0,0.0,1.0
032/197,[ENG]	SV03	Obsidian Flames:	032/197	Camerupt	U	(Non-Foil),Camerupt U (Non-Foil),0.5,0.0,0.5
032/197,[ENG]	SV03	Obsidian Flames:	032/197	Camerupt	U	(Reverse Holo),Camerupt U (Reverse Holo),1.0,0.0,1.0
033/197,[ENG]	SV03	Obsidian Flames:	033/197	Victini ex	RR	(Foil),Victini ex RR (Foil),2.0,0.0,2.0
034/197,[ENG]	SV03	Obsidian Flames:	034/197	Darumaka	C	(Non-Foil),Darumaka C (Non-Foil),0.5,0.0,0.5
034/197,[ENG]	SV03	Obsidian Flames:	034/197	Darumaka	C	(Reverse Holo),Darumaka C (Reverse Holo),1.0,0.0,1.0
035/197,[ENG]	SV03	Obsidian Flames:	035/197	Darmanitan	U	(Non-Foil),Darmanitan U (Non-Foil),0.5,0.0,0.5
035/197,[ENG]	SV03	Obsidian Flames:	035/197	Darmanitan	U	(Reverse Holo),Darmanitan U (Reverse Holo),1.0,0.0,1.0
036/197,[ENG]	SV03	Obsidian Flames:	036/197	Litwick	C	(Non-Foil),Litwick C (Non-Foil),0.5,0.0,0.5
036/197,[ENG]	SV03	Obsidian Flames:	036/197	Litwick	C	(Reverse Holo),Litwick C (Reverse Holo),1.5,-0.5,1.0
037/197,[ENG]	SV03	Obsidian Flames:	037/197	Lampent	C	(Non-Foil),Lampent C (Non-Foil),0.5,0.0,0.5
037/197,[ENG]	SV03	Obsidian Flames:	037/197	Lampent	C	(Reverse Holo),Lampent C (Reverse Holo),1.5,-0.5,1.0
038/197,[ENG]	SV03	Obsidian Flames:	038/197	Chandelure	U	(Non-Foil),Chandelure U (Non-Foil),0.5,0.0,0.5
038/197,[ENG]	SV03	Obsidian Flames:	038/197	Chandelure	U	(Reverse Holo),Chandelure U (Reverse Holo),1.5,-0.5,1.0
039/197,[ENG]	SV03	Obsidian Flames:	039/197	Heatmor	C	(Non-Foil),Heatmor C (Non-Foil),0.5,0.0,0.5
039/197,[ENG]	SV03	Obsidian Flames:	039/197	Heatmor	C	(Reverse Holo),Heatmor C (Reverse Holo),1.0,0.0,1.0
040/197,[ENG]	SV03	Obsidian Flames:	040/197	Larvesta	C	(Non-Foil),Larvesta C (Non-Foil),0.5,0.0,0.5
040/197,[ENG]	SV03	Obsidian Flames:	040/197	Larvesta	C	(Reverse Holo),Larvesta C (Reverse Holo),1.0,0.0,1.0
041/197,[ENG]	SV03	Obsidian Flames:	041/197	Volcarona	U	(Non-Foil),Volcarona U (Non-Foil),0.5,0.0,0.5
041/197,[ENG]	SV03	Obsidian Flames:	041/197	Volcarona	U	(Reverse Holo),Volcarona U (Reverse Holo),1.5,-0.5,1.0
042/197,[ENG]	SV03	Obsidian Flames:	042/197	Eiscue ex	RR	(Foil),Eiscue ex RR (Foil),2.0,0.0,2.0
043/197,[ENG]	SV03	Obsidian Flames:	043/197	Charcadet	C	(Non-Foil),Charcadet C (Non-Foil),0.5,0.0,0.5
043/197,[ENG]	SV03	Obsidian Flames:	043/197	Charcadet	C	(Reverse Holo),Charcadet C (Reverse Holo),1.0,0.0,1.0
044/197,[ENG]	SV03	Obsidian Flames:	044/197	Armarouge	U	(Non-Foil),Armarouge U (Non-Foil),0.5,0.0,0.5
044/197,[ENG]	SV03	Obsidian Flames:	044/197	Armarouge	U	(Reverse Holo),Armarouge U (Reverse Holo),1.0,0.0,1.0
045/197,[ENG]	SV03	Obsidian Flames:	045/197	Lapras	U	(Non-Foil),Lapras U (Non-Foil),0.5,0.0,0.5
045/197,[ENG]	SV03	Obsidian Flames:	045/197	Lapras	U	(Reverse Holo),Lapras U (Reverse Holo),1.0,0.0,1.0
046/197,[ENG]	SV03	Obsidian Flames:	046/197	Carvanha	C	(Non-Foil),Carvanha C (Non-Foil),0.5,0.0,0.5
046/197,[ENG]	SV03	Obsidian Flames:	046/197	Carvanha	C	(Reverse Holo),Carvanha C (Reverse Holo),1.0,0.0,1.0
047/197,[ENG]	SV03	Obsidian Flames:	047/197	Sharpedo	U	(Non-Foil),Sharpedo U (Non-Foil),0.5,0.0,0.5
047/197,[ENG]	SV03	Obsidian Flames:	047/197	Sharpedo	U	(Reverse Holo),Sharpedo U (Reverse Holo),1.5,-0.5,1.0
048/197,[ENG]	SV03	Obsidian Flames:	048/197	Buizel	C	(Non-Foil),Buizel C (Non-Foil),0.5,0.0,0.5
048/197,[ENG]	SV03	Obsidian Flames:	048/197	Buizel	C	(Reverse Holo),Buizel C (Reverse Holo),1.0,0.0,1.0
049/197,[ENG]	SV03	Obsidian Flames:	049/197	Floatzel	U	(Non-Foil),Floatzel U (Non-Foil),0.5,0.0,0.5
049/197,[ENG]	SV03	Obsidian Flames:	049/197	Floatzel	U	(Reverse Holo),Floatzel U (Reverse Holo),1.5,-0.5,1.0
050/197,[ENG]	SV03	Obsidian Flames:	050/197	Tympole	C	(Non-Foil),Tympole C (Non-Foil),0.5,0.0,0.5
050/197,[ENG]	SV03	Obsidian Flames:	050/197	Tympole	C	(Reverse Holo),Tympole C (Reverse Holo),1.0,0.0,1.0
051/197,[ENG]	SV03	Obsidian Flames:	051/197	Palpitoad	C	(Non-Foil),Palpitoad C (Non-Foil),0.5,0.0,0.5
051/197,[ENG]	SV03	Obsidian Flames:	051/197	Palpitoad	C	(Reverse Holo),Palpitoad C (Reverse Holo),1.0,0.0,1.0
052/197,[ENG]	SV03	Obsidian Flames:	052/197	Seismitoad	C	(Non-Foil),Seismitoad C (Non-Foil),0.5,0.09999999999999998,0.6
052/197,[ENG]	SV03	Obsidian Flames:	052/197	Seismitoad	C	(Reverse Holo),Seismitoad C (Reverse Holo),1.5,-0.5,1.0
053/197,[ENG]	SV03	Obsidian Flames:	053/197	Cubchoo	C	(Non-Foil),Cubchoo C (Non-Foil),0.5,0.0,0.5
053/197,[ENG]	SV03	Obsidian Flames:	053/197	Cubchoo	C	(Reverse Holo),Cubchoo C (Reverse Holo),1.0,0.0,1.0
054/197,[ENG]	SV03	Obsidian Flames:	054/197	Beartic	U	(Non-Foil),Beartic U (Non-Foil),0.5,0.0,0.5
054/197,[ENG]	SV03	Obsidian Flames:	054/197	Beartic	U	(Reverse Holo),Beartic U (Reverse Holo),1.5,-0.5,1.0
055/197,[ENG]	SV03	Obsidian Flames:	055/197	Cryogonal	C	(Non-Foil),Cryogonal C (Non-Foil),0.5,0.0,0.5
055/197,[ENG]	SV03	Obsidian Flames:	055/197	Cryogonal	C	(Reverse Holo),Cryogonal C (Reverse Holo),1.0,0.0,1.0
056/197,[ENG]	SV03	Obsidian Flames:	056/197	Froakie	C	(Non-Foil),Froakie C (Non-Foil),0.5,0.0,0.5
056/197,[ENG]	SV03	Obsidian Flames:	056/197	Froakie	C	(Reverse Holo),Froakie C (Reverse Holo),1.0,0.0,1.0
057/197,[ENG]	SV03	Obsidian Flames:	057/197	Frogadier	U	(Non-Foil),Frogadier U (Non-Foil),0.5,0.0,0.5
057/197,[ENG]	SV03	Obsidian Flames:	057/197	Frogadier	U	(Reverse Holo),Frogadier U (Reverse Holo),1.5,-0.5,1.0
058/197,[ENG]	SV03	Obsidian Flames:	058/197	Wiglett	C	(Non-Foil),Wiglett C (Non-Foil),0.5,0.0,0.5
058/197,[ENG]	SV03	Obsidian Flames:	058/197	Wiglett	C	(Reverse Holo),Wiglett C (Reverse Holo),1.0,0.0,1.0
059/197,[ENG]	SV03	Obsidian Flames:	059/197	Wugtrio	U	(Non-Foil),Wugtrio U (Non-Foil),0.5,0.0,0.5
059/197,[ENG]	SV03	Obsidian Flames:	059/197	Wugtrio	U	(Reverse Holo),Wugtrio U (Reverse Holo),1.5,-0.5,1.0
060/197,[ENG]	SV03	Obsidian Flames:	060/197	Finizen	C	(Non-Foil),Finizen C (Non-Foil),0.5,0.30000000000000004,0.8
060/197,[ENG]	SV03	Obsidian Flames:	060/197	Finizen	C	(Reverse Holo),Finizen C (Reverse Holo),1.5,-0.5,1.0
061/197,[ENG]	SV03	Obsidian Flames:	061/197	Finizen	C	(Non-Foil),Finizen C (Non-Foil),0.5,0.0,0.5
061/197,[ENG]	SV03	Obsidian Flames:	061/197	Finizen	C	(Reverse Holo),Finizen C (Reverse Holo),1.5,-0.5,1.0
062/197,[ENG]	SV03	Obsidian Flames:	062/197	Palafin	R	(Foil),Palafin R (Foil),0.8,-0.30000000000000004,0.5
062/197,[ENG]	SV03	Obsidian Flames:	062/197	Palafin	R	(Reverse Holo),Palafin R (Reverse Holo),2.0,-1.0,1.0
063/197,[ENG]	SV03	Obsidian Flames:	063/197	Magnemite	C	(Non-Foil),Magnemite C (Non-Foil),0.5,0.0,0.5
063/197,[ENG]	SV03	Obsidian Flames:	063/197	Magnemite	C	(Reverse Holo),Magnemite C (Reverse Holo),1.0,0.0,1.0
064/197,[ENG]	SV03	Obsidian Flames:	064/197	Magneton	C	(Non-Foil),Magneton C (Non-Foil),0.5,0.0,0.5
064/197,[ENG]	SV03	Obsidian Flames:	064/197	Magneton	C	(Reverse Holo),Magneton C (Reverse Holo),1.0,0.0,1.0
065/197,[ENG]	SV03	Obsidian Flames:	065/197	Magnezone	U	(Non-Foil),Magnezone U (Non-Foil),0.5,0.0,0.5
065/197,[ENG]	SV03	Obsidian Flames:	065/197	Magnezone	U	(Reverse Holo),Magnezone U (Reverse Holo),1.0,0.0,1.0
066/197,[ENG]	SV03	Obsidian Flames:	066/197	Tyranitar ex	RR	(Foil),Tyranitar ex RR (Foil),2.5,-0.10000000000000009,2.4
067/197,[ENG]	SV03	Obsidian Flames:	067/197	Tynamo	C	(Non-Foil),Tynamo C (Non-Foil),0.5,0.0,0.5
067/197,[ENG]	SV03	Obsidian Flames:	067/197	Tynamo	C	(Reverse Holo),Tynamo C (Reverse Holo),1.0,0.0,1.0
068/197,[ENG]	SV03	Obsidian Flames:	068/197	Eelektrik	C	(Non-Foil),Eelektrik C (Non-Foil),0.5,0.0,0.5
068/197,[ENG]	SV03	Obsidian Flames:	068/197	Eelektrik	C	(Reverse Holo),Eelektrik C (Reverse Holo),1.5,-0.5,1.0
069/197,[ENG]	SV03	Obsidian Flames:	069/197	Eelektross	U	(Non-Foil),Eelektross U (Non-Foil),0.5,0.0,0.5
069/197,[ENG]	SV03	Obsidian Flames:	069/197	Eelektross	U	(Reverse Holo),Eelektross U (Reverse Holo),1.0,0.0,1.0
070/197,[ENG]	SV03	Obsidian Flames:	070/197	Thundurus	R	(Foil),Thundurus R (Foil),0.8,-0.30000000000000004,0.5
070/197,[ENG]	SV03	Obsidian Flames:	070/197	Thundurus	R	(Reverse Holo),Thundurus R (Reverse Holo),1.0,0.0,1.0
071/197,[ENG]	SV03	Obsidian Flames:	071/197	Toxel	C	(Non-Foil),Toxel C (Non-Foil),0.5,0.0,0.5
071/197,[ENG]	SV03	Obsidian Flames:	071/197	Toxel	C	(Reverse Holo),Toxel C (Reverse Holo),1.0,0.0,1.0
072/197,[ENG]	SV03	Obsidian Flames:	072/197	Toxtricity	R	(Foil),Toxtricity R (Foil),0.8,-0.30000000000000004,0.5
072/197,[ENG]	SV03	Obsidian Flames:	072/197	Toxtricity	R	(Reverse Holo),Toxtricity R (Reverse Holo),1.5,-0.5,1.0
073/197,[ENG]	SV03	Obsidian Flames:	073/197	Pawmot ex	RR	(Foil),Pawmot ex RR (Foil),2.0,0.0,2.0
074/197,[ENG]	SV03	Obsidian Flames:	074/197	Tadbulb	C	(Non-Foil),Tadbulb C (Non-Foil),0.5,0.0,0.5
074/197,[ENG]	SV03	Obsidian Flames:	074/197	Tadbulb	C	(Reverse Holo),Tadbulb C (Reverse Holo),1.5,-0.5,1.0
075/197,[ENG]	SV03	Obsidian Flames:	075/197	Tadbulb	C	(Non-Foil),Tadbulb C (Non-Foil),0.5,0.0,0.5
075/197,[ENG]	SV03	Obsidian Flames:	075/197	Tadbulb	C	(Reverse Holo),Tadbulb C (Reverse Holo),1.0,0.0,1.0
076/197,[ENG]	SV03	Obsidian Flames:	076/197	Tadbulb	C	(Non-Foil),Tadbulb C (Non-Foil),0.5,0.0,0.5
076/197,[ENG]	SV03	Obsidian Flames:	076/197	Tadbulb	C	(Reverse Holo),Tadbulb C (Reverse Holo),1.0,0.0,1.0
077/197,[ENG]	SV03	Obsidian Flames:	077/197	Bellibolt	U	(Non-Foil),Bellibolt U (Non-Foil),0.5,0.0,0.5
077/197,[ENG]	SV03	Obsidian Flames:	077/197	Bellibolt	U	(Reverse Holo),Bellibolt U (Reverse Holo),1.0,0.0,1.0
078/197,[ENG]	SV03	Obsidian Flames:	078/197	Bellibolt	U	(Non-Foil),Bellibolt U (Non-Foil),0.5,0.0,0.5
078/197,[ENG]	SV03	Obsidian Flames:	078/197	Bellibolt	U	(Reverse Holo),Bellibolt U (Reverse Holo),1.5,-0.5,1.0
079/197,[ENG]	SV03	Obsidian Flames:	079/197	Miraidon ex	RR	(Foil),Miraidon ex RR (Foil),2.0,0.0,2.0
080/197,[ENG]	SV03	Obsidian Flames:	080/197	Cleffa	C	(Non-Foil),Cleffa C (Non-Foil),0.5,0.7,1.2
080/197,[ENG]	SV03	Obsidian Flames:	080/197	Cleffa	C	(Reverse Holo),Cleffa C (Reverse Holo),1.0,0.0,1.0
081/197,[ENG]	SV03	Obsidian Flames:	081/197	Clefairy	C	(Non-Foil),Clefairy C (Non-Foil),0.5,0.0,0.5
081/197,[ENG]	SV03	Obsidian Flames:	081/197	Clefairy	C	(Reverse Holo),Clefairy C (Reverse Holo),1.0,0.0,1.0
082/197,[ENG]	SV03	Obsidian Flames:	082/197	Clefable ex	RR	(Foil),Clefable ex RR (Foil),2.0,0.0,2.0
083/197,[ENG]	SV03	Obsidian Flames:	083/197	Togepi	C	(Non-Foil),Togepi C (Non-Foil),0.5,0.0,0.5
083/197,[ENG]	SV03	Obsidian Flames:	083/197	Togepi	C	(Reverse Holo),Togepi C (Reverse Holo),1.0,0.0,1.0
084/197,[ENG]	SV03	Obsidian Flames:	084/197	Togetic	U	(Non-Foil),Togetic U (Non-Foil),0.5,0.0,0.5
084/197,[ENG]	SV03	Obsidian Flames:	084/197	Togetic	U	(Reverse Holo),Togetic U (Reverse Holo),1.0,0.0,1.0
085/197,[ENG]	SV03	Obsidian Flames:	085/197	Togekiss	R	(Foil),Togekiss R (Foil),0.8,-0.30000000000000004,0.5
085/197,[ENG]	SV03	Obsidian Flames:	085/197	Togekiss	R	(Reverse Holo),Togekiss R (Reverse Holo),1.5,-0.5,1.0
086/197,[ENG]	SV03	Obsidian Flames:	086/197	Espeon	U	(Non-Foil),Espeon U (Non-Foil),0.5,0.0,0.5
086/197,[ENG]	SV03	Obsidian Flames:	086/197	Espeon	U	(Reverse Holo),Espeon U (Reverse Holo),1.5,-0.30000000000000004,1.2
087/197,[ENG]	SV03	Obsidian Flames:	087/197	Snubbull	C	(Non-Foil),Snubbull C (Non-Foil),0.5,0.0,0.5
087/197,[ENG]	SV03	Obsidian Flames:	087/197	Snubbull	C	(Reverse Holo),Snubbull C (Reverse Holo),1.0,0.0,1.0
088/197,[ENG]	SV03	Obsidian Flames:	088/197	Granbull	U	(Non-Foil),Granbull U (Non-Foil),0.5,0.0,0.5
088/197,[ENG]	SV03	Obsidian Flames:	088/197	Granbull	U	(Reverse Holo),Granbull U (Reverse Holo),1.0,0.0,1.0
089/197,[ENG]	SV03	Obsidian Flames:	089/197	Mawile	C	(Non-Foil),Mawile C (Non-Foil),0.5,0.0,0.5
089/197,[ENG]	SV03	Obsidian Flames:	089/197	Mawile	C	(Reverse Holo),Mawile C (Reverse Holo),1.0,0.0,1.0
090/197,[ENG]	SV03	Obsidian Flames:	090/197	Spoink	C	(Non-Foil),Spoink C (Non-Foil),0.5,0.0,0.5
090/197,[ENG]	SV03	Obsidian Flames:	090/197	Spoink	C	(Reverse Holo),Spoink C (Reverse Holo),1.0,0.0,1.0
091/197,[ENG]	SV03	Obsidian Flames:	091/197	Grumpig	U	(Non-Foil),Grumpig U (Non-Foil),0.5,0.0,0.5
091/197,[ENG]	SV03	Obsidian Flames:	091/197	Grumpig	U	(Reverse Holo),Grumpig U (Reverse Holo),1.0,0.0,1.0
092/197,[ENG]	SV03	Obsidian Flames:	092/197	Lunatone	U	(Non-Foil),Lunatone U (Non-Foil),0.5,0.0,0.5
092/197,[ENG]	SV03	Obsidian Flames:	092/197	Lunatone	U	(Reverse Holo),Lunatone U (Reverse Holo),1.5,-0.5,1.0
093/197,[ENG]	SV03	Obsidian Flames:	093/197	Solrock	U	(Non-Foil),Solrock U (Non-Foil),0.5,0.0,0.5
093/197,[ENG]	SV03	Obsidian Flames:	093/197	Solrock	U	(Reverse Holo),Solrock U (Reverse Holo),1.0,0.0,1.0
094/197,[ENG]	SV03	Obsidian Flames:	094/197	Baltoy	C	(Non-Foil),Baltoy C (Non-Foil),0.5,0.0,0.5
094/197,[ENG]	SV03	Obsidian Flames:	094/197	Baltoy	C	(Reverse Holo),Baltoy C (Reverse Holo),1.0,0.0,1.0
095/197,[ENG]	SV03	Obsidian Flames:	095/197	Claydol	R	(Foil),Claydol R (Foil),0.8,-0.30000000000000004,0.5
095/197,[ENG]	SV03	Obsidian Flames:	095/197	Claydol	R	(Reverse Holo),Claydol R (Reverse Holo),1.0,0.0,1.0
096/197,[ENG]	SV03	Obsidian Flames:	096/197	Vespiquen ex	RR	(Foil),Vespiquen ex RR (Foil),2.0,0.0,2.0
097/197,[ENG]	SV03	Obsidian Flames:	097/197	Sinistea	C	(Non-Foil),Sinistea C (Non-Foil),0.5,0.0,0.5
097/197,[ENG]	SV03	Obsidian Flames:	097/197	Sinistea	C	(Reverse Holo),Sinistea C (Reverse Holo),1.0,0.0,1.0
098/197,[ENG]	SV03	Obsidian Flames:	098/197	Polteageist	U	(Non-Foil),Polteageist U (Non-Foil),0.5,0.0,0.5
098/197,[ENG]	SV03	Obsidian Flames:	098/197	Polteageist	U	(Reverse Holo),Polteageist U (Reverse Holo),1.5,-0.5,1.0
099/197,[ENG]	SV03	Obsidian Flames:	099/197	Greavard	C	(Non-Foil),Greavard C (Non-Foil),0.5,0.0,0.5
099/197,[ENG]	SV03	Obsidian Flames:	099/197	Greavard	C	(Reverse Holo),Greavard C (Reverse Holo),1.5,-0.5,1.0
100/197,[ENG]	SV03	Obsidian Flames:	100/197	Greavard	C	(Non-Foil),Greavard C (Non-Foil),0.5,0.0,0.5
100/197,[ENG]	SV03	Obsidian Flames:	100/197	Greavard	C	(Reverse Holo),Greavard C (Reverse Holo),1.0,0.0,1.0
101/197,[ENG]	SV03	Obsidian Flames:	101/197	Houndstone	U	(Non-Foil),Houndstone U (Non-Foil),0.5,0.0,0.5
101/197,[ENG]	SV03	Obsidian Flames:	101/197	Houndstone	U	(Reverse Holo),Houndstone U (Reverse Holo),1.5,-0.5,1.0
102/197,[ENG]	SV03	Obsidian Flames:	102/197	Houndstone ex	RR	(Foil),Houndstone ex RR (Foil),2.0,0.0,2.0
103/197,[ENG]	SV03	Obsidian Flames:	103/197	Diglett	C	(Non-Foil),Diglett C (Non-Foil),0.5,0.0,0.5
103/197,[ENG]	SV03	Obsidian Flames:	103/197	Diglett	C	(Reverse Holo),Diglett C (Reverse Holo),1.0,0.0,1.0
