Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / International,Price / International,Compare At Price / International,Status
eng-sv01-scarlet-violet-base-set-006-198-cacturne-u-non-foil,[ENG] SV01 Scarlet Violet Base Set: 006/198 Cacturne U (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,26,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/14_a1592a8e-3fcf-441f-9501-81190dcaa9c1.png?v=1690982023,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-006-198-cacturne-u-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 006/198 Cacturne U (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/15_ce93e479-8f9c-45b2-bb0e-4c950f5ebdaf.png?v=1690982035,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-007-198-tropius-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 007/198 Tropius C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,14,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/16_622983b7-634a-492a-9d66-37f6deead33f.png?v=1690982046,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-007-198-tropius-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 007/198 Tropius C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,12,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/17_5364abac-771e-4a36-af87-30be3aa33423.png?v=1690982057,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-008-198-scatterbug-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 008/198 Scatterbug C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,36,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/18_2ba11e92-8bb8-4ae3-aacc-fdbe5ea08b12.png?v=1690982069,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-008-198-scatterbug-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 008/198 Scatterbug C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,12,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/19_7b931b12-4670-459b-b962-9a80522e8db4.png?v=1690982082,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-009-198-spewpa-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 009/198 Spewpa C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,16,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/20_39d7dc14-d153-45e0-ba49-5ed1f02a8dcd.png?v=1690982093,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-009-198-spewpa-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 009/198 Spewpa C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,12,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/21_f9576921-12a5-489a-b5d3-5c4b616e03de.png?v=1690982105,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-010-198-vivillon-u-non-foil,[ENG] SV01 Scarlet Violet Base Set: 010/198 Vivillon U (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,22,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/22_e4c9bf8c-44f6-4e1d-85f6-83d8fea2e01a.png?v=1690982118,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-010-198-vivillon-u-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 010/198 Vivillon U (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/23_f337aa37-f137-4e98-ab3b-1b5216f4937e.png?v=1690982130,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-011-198-skiddo-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 011/198 Skiddo C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,15,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/24_8e0f09b7-1b17-4bfa-9683-4ee95312d490.png?v=1690982146,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-011-198-skiddo-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 011/198 Skiddo C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,14,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/25_359a0d74-40c4-48f3-abcd-d5c4f8713896.png?v=1690982238,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-012-198-gogoat-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 012/198 Gogoat C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,16,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/26_d4fb1425-de9d-4f8d-add8-f72b0f84359b.png?v=1691029184,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-012-198-gogoat-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 012/198 Gogoat C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,12,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/27_63f157db-2e8e-4cca-8227-9f40a38f16f1.png?v=1691029721,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-013-198-sprigatito-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 013/198 Sprigatito C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,37,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/28_a6d66034-7bcb-4367-8f1a-63d9ad4b34bd.png?v=1691029740,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-013-198-sprigatito-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 013/198 Sprigatito C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,14,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/29_abf5008c-6b27-4807-9e25-98e220575ab8.png?v=1691029753,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-014-198-floragato-u-non-foil,[ENG] SV01 Scarlet Violet Base Set: 014/198 Floragato U (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,28,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/30_99f3beb9-4db4-495a-8097-de10535c6983.png?v=1691029796,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-014-198-floragato-u-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 014/198 Floragato U (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/31_93e7b473-3cea-4ad6-98d6-9b0c999cf41f.png?v=1691030150,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-015-198-meowscarada-r-foil,[ENG] SV01 Scarlet Violet Base Set: 015/198 Meowscarada R (Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,39,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/32_b61b9570-6acb-44e4-a24e-ce06e7ea49c7.png?v=1691030790,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-015-198-meowscarada-r-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 015/198 Meowscarada R (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/33_7eec9d6d-dc7d-41f6-bb47-d18e88732857.png?v=1691030806,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-016-198-tarountula-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 016/198 Tarountula C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,13,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/34_a1e4e262-c961-43de-9ee8-c12e1b9cd992.png?v=1691030820,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-016-198-tarountula-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 016/198 Tarountula C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/35_b831ee04-cd3f-46a3-90e9-604bdee9b5c3.png?v=1691030831,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-017-198-tarountula-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 017/198 Tarountula C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,16,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/36_873866ac-63ef-4da5-b088-72ba2bffac44.png?v=1691030905,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-017-198-tarountula-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 017/198 Tarountula C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/37_2f90df6c-090f-4405-a3c2-74e0c4d9b9a0.png?v=1691030920,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-018-198-tarountula-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 018/198 Tarountula C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,15,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/38_bbf91b11-741d-457a-808f-81f32a7b29e1.png?v=1691030931,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-018-198-tarountula-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 018/198 Tarountula C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/39_b85cc17b-0ef9-415c-a15e-4ed31f1f9e0e.png?v=1691030945,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-019-198-spidops-ex-rr-double-rare,[ENG] SV01 Scarlet Violet Base Set: 019/198 Spidops EX RR (Double Rare),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/40_81e4dd5f-731a-41a6-ac9f-cc4041a865a4.png?v=1691030960,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-020-198-smoliv-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 020/198 Smoliv C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,17,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/41_5a5d77ad-2de3-41a2-b41f-c185d9a5962e.png?v=1691030972,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-020-198-smoliv-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 020/198 Smoliv C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/42_094b48f9-84ca-4bce-858d-9ab494bd5bd2.png?v=1691030989,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-021-198-smoliv-c-non-foil,[ENG] SV01 Scarlet Violet Base Set: 021/198 Smoliv C (Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,11,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/43_3831b95f-715a-4199-8f0a-b0e982604d33.png?v=1691031001,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv01-scarlet-violet-base-set-021-198-smoliv-c-reverse-holo,[ENG] SV01 Scarlet Violet Base Set: 021/198 Smoliv C (Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,13,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/44_2e16102f-d530-402b-aef5-43af475a33f5.png?v=1691031011,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
