ID,Name,Price in USD,Price in SGD
073/193,Pincurchin U (Non-Foil),0.25,0.5
073/193,Pincurchin U (Reverse Holo),0.39,1.0
074/193,Pawmi C (Non-Foil),0.35,0.5
074/193,Pawmi C (Reverse Holo),0.35,1.0
075/193,Pawmo U (Non-Foil),0.35,0.5
075/193,Pawmo U (Reverse Holo),0.49,1.0
076/193,Pawmot R (Foil),0.35,0.5
076/193,Pawmot R (Reverse Holo),0.35,1.0
077/193,Tadbulb C (Non-Foil),0.25,0.5
077/193,Tadbulb C (Reverse Holo),0.49,1.0
078/193,Tadbulb C (Non-Foil),0.25,0.5
078/193,Tadbulb C (Reverse Holo),0.39,1.0
079/193,Bellibolt EX RR (Double Rare),1.49,2.0
080/193,Wattrel C (Non-Foil),0.35,0.5
080/193,Wattrel C (Reverse Holo),0.39,1.0
081/193,Wattrel C (Non-Foil),0.25,0.5
081/193,Wattrel C (Reverse Holo),0.35,1.0
082/193,Kilowattrel U (Non-Foil),0.35,0.5
082/193,Kilowattrel U (Reverse Holo),0.49,1.0
083/193,Jigglypuff C (Non-Foil),0.35,0.5
083/193,Jigglypuff C (Reverse Holo),0.35,1.0
084/193,Wigglytuff R (Foil),0.35,0.5
084/193,Wigglytuff R (Reverse Holo),0.35,1.0
085/193,Slowpoke C (Non-Foil),0.25,0.5
085/193,Slowpoke C (Reverse Holo),0.35,1.0
086/193,Slowking EX RR (Double Rare),1.49,2.0
087/193,Misdreavus C (Non-Foil),0.25,0.5
087/193,Misdreavus C (Reverse Holo),0.49,1.0
088/193,Mismagius U (Non-Foil),0.25,0.5
088/193,Mismagius U (Reverse Holo),0.35,1.0
089/193,Spiritomb R (Foil),0.35,0.5
089/193,Spiritomb R (Reverse Holo),0.59,1.0
090/193,Gothita C (Non-Foil),0.25,0.5
090/193,Gothita C (Reverse Holo),0.35,1.0
091/193,Gothorita U (Non-Foil),0.25,0.5
091/193,Gothorita U (Reverse Holo),0.39,1.0
092/193,Gothitelle U (Non-Foil),0.25,0.5
092/193,Gothitelle U (Reverse Holo),0.35,1.0
093/193,Dedenne EX RR (Double Rare),1.49,2.0
094/193,Oranguru U (Non-Foil),0.25,0.5
094/193,Oranguru U (Reverse Holo),0.49,1.0
095/193,Sandygast C (Non-Foil),0.25,0.5
095/193,Sandygast C (Reverse Holo),0.35,1.0
096/193,Palossand U (Non-Foil),0.25,0.5
096/193,Palossand U (Reverse Holo),0.49,1.0
097/193,Mimikyu R (Foil),0.35,0.5
097/193,Mimikyu R (Reverse Holo),0.35,1.0
098/193,Ceruledge R (Foil),0.35,0.5
098/193,Ceruledge R (Reverse Holo),0.35,1.0
099/193,Rabsca R (Foil),0.49,0.7
099/193,Rabsca R (Reverse Holo),0.35,1.0
100/193,Tinkatink C (Non-Foil),0.49,0.7
100/193,Tinkatink C (Reverse Holo),0.49,1.0
101/193,Tinkatink C (Non-Foil),0.39,0.5
101/193,Tinkatink C (Reverse Holo),0.49,1.0
102/193,Tinkatink C (Non-Foil),0.35,0.5
102/193,Tinkatink C (Reverse Holo),0.35,1.0
103/193,Tinkatuff U (Non-Foil),0.35,0.5
103/193,Tinkatuff U (Reverse Holo),0.35,1.0
104/193,Tinkatuff U (Non-Foil),0.59,0.8
104/193,Tinkatuff U (Reverse Holo),0.49,1.0
105/193,Tinkaton R (Foil),0.35,0.5
105/193,Tinkaton R (Reverse Holo),0.39,1.0
106/193,Mankey C (Non-Foil),0.35,0.5
106/193,Mankey C (Reverse Holo),0.35,1.0
107/193,Primeape U (Non-Foil),0.35,0.5
107/193,Primeape U (Reverse Holo),0.35,1.0
108/193,Paldean Tauros U (Non-Foil),0.35,0.5
108/193,Paldean Tauros U (Reverse Holo),0.49,1.0
109/193,Sudowoodo U (Non-Foil),0.25,0.5
109/193,Sudowoodo U (Reverse Holo),0.39,1.0
110/193,Larvitar C (Non-Foil),0.25,0.5
110/193,Larvitar C (Reverse Holo),0.35,1.0
111/193,Pupitar U (Non-Foil),0.25,0.5
111/193,Pupitar U (Reverse Holo),0.35,1.0
112/193,Makuhita C (Non-Foil),0.25,0.5
112/193,Makuhita C (Reverse Holo),0.35,1.0
113/193,Hariyama R (Foil),0.35,0.5
113/193,Hariyama R (Reverse Holo),0.35,1.0
114/193,Croagunk C (Non-Foil),0.25,0.5
114/193,Croagunk C (Reverse Holo),0.35,1.0
115/193,Toxicroak U (Non-Foil),0.25,0.5
115/193,Toxicroak U (Reverse Holo),0.35,1.0
116/193,Rockruff C (Non-Foil),0.25,0.5
116/193,Rockruff C (Reverse Holo),0.35,1.0
117/193,Lycanroc EX RR (Double Rare),1.49,2.0
118/193,Passimian U (Non-Foil),0.25,0.5
118/193,Passimian U (Reverse Holo),0.35,1.0
119/193,Falinks C (Non-Foil),0.25,0.5
119/193,Falinks C (Reverse Holo),0.35,1.0
120/193,Nacli C (Non-Foil),0.25,0.5
120/193,Nacli C (Reverse Holo),0.35,1.0
121/193,Nacli C (Non-Foil),0.35,0.5
121/193,Nacli C (Reverse Holo),0.35,1.0
122/193,Naclstack U (Non-Foil),0.35,0.5
122/193,Naclstack U (Reverse Holo),0.49,1.0
123/193,Garganacl R (Foil),0.35,0.5
123/193,Garganacl R (Reverse Holo),0.35,1.0
124/193,Glimmet C (Non-Foil),0.49,0.7
124/193,Glimmet C (Reverse Holo),0.39,1.0
125/193,Glimmet C (Non-Foil),0.25,0.5
125/193,Glimmet C (Reverse Holo),0.49,1.0
126/193,Glimmora R (Foil),0.49,0.7
126/193,Glimmora R (Reverse Holo),0.35,1.0
127/193,Ting-Lu EX RR (Double Rare),1.49,2.0
128/193,Paldean Wooper C (Non-Foil),0.35,0.5
128/193,Paldean Wooper C (Reverse Holo),0.49,1.0
129/193,Paldean Wooper C (Non-Foil),0.35,0.5
129/193,Paldean Wooper C (Reverse Holo),0.49,1.0
130/193,Paldean Clodsire EX RR (Double Rare),1.49,2.0
131/193,Murkrow C (Non-Foil),0.35,0.5
131/193,Murkrow C (Reverse Holo),0.21,1.0
132/193,Honchkrow U (Non-Foil),0.25,0.5
132/193,Honchkrow U (Reverse Holo),0.35,1.0
133/193,Sneasel C (Non-Foil),0.25,0.5
133/193,Sneasel C (Reverse Holo),0.35,1.0
134/193,Weavile R (Foil),0.35,0.5
134/193,Weavile R (Reverse Holo),0.35,1.0
135/193,Tyranitar R (Foil),0.35,0.5
135/193,Tyranitar R (Reverse Holo),0.35,1.0
136/193,Sableye R (Foil),0.35,0.5
136/193,Sableye R (Reverse Holo),0.35,1.0
137/193,Seviper U (Non-Foil),0.25,0.5
137/193,Seviper U (Reverse Holo),0.35,1.0
138/193,Deino C (Non-Foil),0.25,0.5
138/193,Deino C (Reverse Holo),0.35,1.0
139/193,Zweilous U (Non-Foil),0.35,0.5
139/193,Zweilous U (Reverse Holo),0.49,1.0
140/193,Hydreigon R (Foil),0.35,0.5
140/193,Hydreigon R (Reverse Holo),0.35,1.0
141/193,Maschiff C (Non-Foil),0.35,0.5
141/193,Maschiff C (Reverse Holo),0.39,1.0
142/193,Maschiff C (Non-Foil),0.25,0.5
142/193,Maschiff C (Reverse Holo),0.35,1.0
143/193,Mabosstiff U (Non-Foil),0.25,0.5
143/193,Mabosstiff U (Reverse Holo),0.39,1.0
144/193,Shroodle C (Non-Foil),0.25,0.5
144/193,Shroodle C (Reverse Holo),0.39,1.0
145/193,Shroodle C (Non-Foil),0.25,0.5
145/193,Shroodle C (Reverse Holo),0.39,1.0
146/193,Grafaiai U (Non-Foil),0.35,0.5
146/193,Grafaiai U (Reverse Holo),0.35,1.0
147/193,Bombirdier U (Non-Foil),0.25,0.5
147/193,Bombirdier U (Reverse Holo),0.35,1.0
148/193,Corviknight U (Non-Foil),0.25,0.5
148/193,Corviknight U (Reverse Holo),0.49,1.0
149/193,Cufant C (Non-Foil),0.25,0.5
149/193,Cufant C (Reverse Holo),0.49,1.0
150/193,Copperajah EX RR (Double Rare),1.49,2.0
151/193,Orthworm R (Foil),0.35,0.5
151/193,Orthworm R (Reverse Holo),0.35,1.0
152/193,Noibat C (Non-Foil),0.35,0.5
152/193,Noibat C (Reverse Holo),0.35,1.0
153/193,Noivern EX RR (Double Rare),1.49,2.0
154/193,Girafarig C (Non-Foil),0.25,0.5
154/193,Girafarig C (Reverse Holo),0.35,1.0
155/193,Farigiraf U (Non-Foil),0.35,0.5
155/193,Farigiraf U (Reverse Holo),0.39,1.0
156/193,Dunsparce C (Non-Foil),0.25,0.5
156/193,Dunsparce C (Reverse Holo),0.35,1.0
157/193,Dudunsparce U (Non-Foil),0.35,0.5
157/193,Dudunsparce U (Reverse Holo),0.39,1.0
158/193,Wingull C (Non-Foil),0.25,0.5
158/193,Wingull C (Reverse Holo),0.35,1.0
159/193,Pelipper U (Non-Foil),0.25,0.5
159/193,Pelipper U (Reverse Holo),0.35,1.0
160/193,Slakoth C (Non-Foil),0.25,0.5
160/193,Slakoth C (Reverse Holo),0.35,1.0
161/193,Vigoroth U (Non-Foil),0.25,0.5
161/193,Vigoroth U (Reverse Holo),0.35,1.0
162/193,Slaking R (Foil),0.35,0.5
162/193,Slaking R (Reverse Holo),0.35,1.0
163/193,Fletchling C (Non-Foil),0.25,0.5
163/193,Fletchling C (Reverse Holo),0.35,1.0
164/193,Rookidee C (Non-Foil),0.25,0.5
164/193,Rookidee C (Reverse Holo),0.35,1.0
165/193,Corvisquire U (Non-Foil),0.25,0.5
165/193,Corvisquire U (Reverse Holo),0.35,1.0
166/193,Tandemaus C (Non-Foil),0.35,0.5
166/193,Tandemaus C (Reverse Holo),0.49,1.0
167/193,Tandemaus C (Non-Foil),0.25,0.5
167/193,Tandemaus C (Reverse Holo),0.39,1.0
168/193,Maushold U (Non-Foil),0.39,0.5
168/193,Maushold U (Reverse Holo),0.49,1.0
169/193,Squawkabilly EX RR (Double Rare),1.49,2.0
170/193,Flamigo U (Non-Foil),0.35,0.5
170/193,Flamingo U (Reverse Holo),0.35,1.0
171/193,Artazon U (Non-Foil),0.59,0.8
171/193,Artazon U (Reverse Holo),0.69,1.0
172/193,Boss’s Order R (Foil),1.39,1.9
172/193,Boss’s Order R (Reverse Holo),0.89,1.2
173/193,Bravery Charm U (Non-Foil),0.99,1.3
173/193,Bravery Charm U (Reverse Holo),1.29,1.7
174/193,Calamitous Snowy Mountain U (Non-Foil),0.49,0.7
174/193,Calamitous Snowy Mountain U (Reverse Holo),0.39,1.0
175/193,Calamitous Wasteland U (Non-Foil),0.35,0.5
175/193,Calamitous Wasteland U (Reverse Holo),0.35,1.0
176/193,Choice Belt U (Non-Foil),0.35,0.5
176/193,Choice Belt U (Reverse Holo),0.49,1.0
177/193,Clavell C (Non-Foil),0.39,0.5
177/193,Clavell C (Reverse Holo),0.49,1.0
178/193,Delivery Drone U (Non-Foil),0.25,0.5
178/193,Delivery Drone U (Reverse Holo),0.35,1.0
179/193,Dendra U (Non-Foil),0.25,0.5
179/193,Dendra U (Reverse Holo),0.35,1.0
180/193,Falkner U (Non-Foil),0.35,0.5
180/193,Falkner U (Reverse Holo),0.35,1.0
181/193,Fighting Au Lait U (Non-Foil),0.35,0.5
181/193,Fighting Au Laut U (Reverse Holo),0.35,1.0
182/193,Giacomo U (Non-Foil),0.35,0.5
182/193,Giacomo U (Reverse Holo),0.35,1.0
183/193,Great Ball C (Non-Foil),0.49,0.7
183/193,Great Ball C (Reverse Holo),0.49,1.0
184/193,Grusha U (Non-Foil),0.35,0.5
184/193,Grusha U (Reverse Holo),0.35,1.0
185/193,Iono U (Non-Foil),0.49,0.7
185/193,Iono U (Reverse Holo),1.09,1.5
186/193,Practice Studio U (Non-Foil),0.35,0.5
186/193,Practice Studio U (Reverse Holo),0.35,1.0
187/193,Saguaro U (Non-Foil),0.35,0.5
187/193,Saguaro U (Reverse Holo),0.35,1.0
188/193,Super Rod C (Non-Foil),2.09,2.8
188/193,Super Rod C (Reverse Holo),2.49,3.3
189/193,Superior Energy Retrieval U (Non-Foil),1.25,1.7
189/193,Superior Energy Retrieval U (Reverse Holo),0.99,1.3
190/193,Jet Energy U (Non-Foil),0.79,1.1
190/193,Jet Energy U (Reverse Holo),1.49,2.0
191/193,Luminous Energy U (Non-Foil),0.35,0.5
191/193,Luminous Energy U (Reverse Holo),0.49,1.0
192/193,Reversal Energy U (Non-Foil),0.59,0.8
192/193,Reversal Energy U (Reverse Holo),0.69,1.0
193/193,Therapeutic Energy U (Non-Foil),0.49,0.7
193/193,Therapeutic Energy U (Reverse Holo),0.49,1.0
194/193,Heracross IR (Foil),13.99,18.8
195/193,Tropius IR (Foil),5.49,7.4
196/193,Sprigatito IR (Foil),15.99,21.5
197/193,Floragato IR (Foil),5.49,7.4
198/193,Bramblin IR (Foil),5.49,7.4
199/193,Fletchinder IR (Foil),6.99,9.4
200/193,Pyroar IR (Foil),5.49,7.4
201/193,Fuecoco IR (Foil),10.99,14.8
202/193,Crocalor IR (Foil),4.99,6.7
203/193,Magikarp IR (Foil),139.99,188.1
204/193,Marill IR (Foil),11.99,16.1
205/193,Eiscue IR (Foil),6.99,9.4
206/193,Quaxly IR (Foil),7.99,10.7
207/193,Quaxwell IR (Foil),2.99,4.0
208/193,Frigibax IR (Foil),8.49,11.4
209/193,Arctibax IR (Foil),4.49,6.0
210/193,Baxcalibur IR (Foil),10.99,14.8
211/193,Raichu IR (Foil),44.99,60.4
212/193,Mismagius IR (Foil),8.49,11.4
213/193,Gothorita IR (Foil),2.99,4.0
214/193,Sandygast IR (Foil),3.49,4.7
215/193,Rabsca IR (Foil),3.99,5.4
216/193,Tinkatink IR (Foil),5.49,7.4
217/193,Tinkatuff IR (Foil),7.99,10.7
218/193,Paldean Tauros IR (Foil),5.99,8.0
219/193,Sudowoodo IR (Foil),11.99,16.1
220/193,Nacli IR (Foil),3.49,4.7
221/193,Paldean Wooper IR (Foil),4.49,6.0
222/193,Tyranitar IR (Foil),39.99,53.7
223/193,Grafaiai IR (Foil),3.99,5.4
224/193,Orthworm IR (Foil),4.99,6.7
225/193,Rookidee IR (Foil),4.99,6.7
226/193,Maushold IR (Foil),10.99,14.8
227/193,Flamigo IR (Foil),3.49,4.7
228/193,Farigiraf IR (Foil),4.49,6.0
229/193,Dudunsparce IR (Foil),4.99,6.7
230/193,Forretress EX UR (Foil),1.49,2.0
231/193,Meowscarada EX UR (Foil),2.99,4.0
232/193,Wo-Chien EX UR (Foil),1.99,2.7
233/193,Skeledirge EX UR (Foil),2.79,3.7
234/193,Chi-Yu EX UR (Foil),3.49,4.7
235/193,Quaquaval EX UR (Foil),1.49,2.0
236/193,Chien-Pao EX UR (Foil),6.49,8.7
237/193,Bellibolt EX UR (Foil),1.99,2.7
238/193,Slowking EX UR (Foil),2.49,3.3
239/193,Dedenne EX UR (Foil),2.99,4.0
240/193,Tinkaton EX UR (Foil),5.99,8.0
241/193,Lycanroc EX UR (Foil),1.49,2.0
242/193,Annihilape EX UR (Foil),3.29,4.4
243/193,Ting-Lu EX UR (Foil),1.79,2.4
244/193,Paldean Clodsire EX UR (Foil),2.29,3.1
245/193,Copperajah EX UR (Foil),1.49,2.0
246/193,Noivern EX UR (Foil),1.89,2.5
247/193,Squawkabilly EX UR (Foil),2.29,3.1
248/193,Boss’s Order UR (Foil),8.99,12.1
249/193,Clavell UR (Foil),1.99,2.7
250/193,Dendra UR (Foil),2.99,4.0
251/193,Falkner UR (Foil),1.99,2.7
252/193,Giacomo UR (Foil),1.99,2.7
253/193,Grusha UR (Foil),2.49,3.3
254/193,Iono UR (Foil),17.99,24.2
255/193,Saguaro UR (Foil),1.49,2.0
256/193,Meowscarada EX SIR (Foil),14.99,20.1
257/193,Wo-Chien EX SIR (Foil),10.49,14.1
258/193,Skeledirge EX SIR (Foil),14.99,20.1
259/193,Chi-Yu EX SIR (Foil),29.99,40.3
260/193,Quaquaval EX SIR (Foil),8.99,12.1
261/193,Chien-Pao EX SIR (Foil),26.99,36.3
262/193,Tinkaton EX SIR (Foil),19.99,26.9
263/193,Ting-Lu EX SIR (Foil),8.99,12.1
264/193,Squawkabilly EX SIR (Foil),11.99,16.1
265/193,Boss’s Orders SIR (Foil),16.99,22.8
266/193,Dendra SIR (Foil),11.49,15.4
267/193,Giacomo SIR (Foil),4.49,6.0
268/193,Grusha SIR (Foil),14.99,20.1
269/193,Iono SIR (Foil),74.99,100.8
270/193,Saguaro SIR (Foil),5.49,7.4
271/193,Meowscarada EX HR (Foil),4.99,6.7
272/193,Skeledirge EX HR (Foil),5.49,7.4
273/193,Quaquaval EX HR (Foil),4.99,6.7
274/193,Chien-Pao EX HR (Foil),8.99,12.1
275/193,Ting-Lu EX HR (Foil),4.49,6.0
276/193,Super Rod HR (Foil),21.99,29.5
277/193,Superior Energy Retrieval HR (Foil),8.99,12.1
278/193,Basic Grass Energy HR (Foil),9.49,12.8
279/193,Basic Water Energy HR (Foil),8.99,12.1
