ID,Name,Price in USD,Price in SGD
095/197,Claydol R (Foil),0.25,0.5
095/197,Claydol R (Reverse Holo),0.35,1.0
096/197,Vespiquen ex RR (Foil),0.25,0.5
097/197,Sinistea C (Non-Foil),0.25,0.5
097/197,Sinistea C (Reverse Holo),0.49,1.0
098/197,Polteageist U (Non-Foil),0.25,0.5
098/197,Polteageist U (Reverse Holo),0.49,1.0
099/197,Greavard C (Non-Foil),0.25,0.5
099/197,Greavard C (Reverse Holo),0.35,1.0
101/197,Houndstone U (Non-Foil),0.35,0.5
101/197,Houndstone U (Reverse Holo),0.35,1.0
102/197,Houndstone ex RR (Foil),1.49,2.0
103/197,Diglett C (Non-Foil),0.35,0.5
103/197,Diglett C (Reverse Holo),0.39,1.0
104/197,Dugtrio U (Non-Foil),0.25,0.5
104/197,Dugtrio U (Reverse Holo),0.35,1.0
105/197,Larvitar C (Non-Foil),0.25,0.5
105/197,Larvitar C (Reverse Holo),0.35,1.0
106/197,Pupitar U (Non-Foil),0.35,0.5
106/197,Pupitar U (Reverse Holo),0.59,1.0
107/197,Nosepass C (Non-Foil),0.25,0.5
107/197,Nosepass C (Reverse Holo),0.35,1.0
108/197,Barboach C (Non-Foil),1.49,2.0
108/197,Barboach C (Reverse Holo),0.49,1.0
109/197,Whiscash U (Non-Foil),0.25,0.5
109/197,Whiscash U (Reverse Holo),0.35,1.0
110/197,Bonsly C (Non-Foil),0.25,0.5
110/197,Bonsly C (Reverse Holo),0.49,1.0
111/197,Drilbur C (Non-Foil),0.35,0.5
111/197,Drilbur C (Reverse Holo),0.35,1.0
112/197,Stunfisk U (Non-Foil),0.25,0.5
112/197,Stunfisk U (Reverse Holo),0.39,1.0
113/197,Diggersby U (Non-Foil),0.25,0.5
113/197,Diggersby U (Reverse Holo),0.35,1.0
114/197,Crabrawler C (Non-Foil),0.25,0.5
114/197,Crabrawler C (Reverse Holo),0.35,1.0
115/197,Crabominable U (Non-Foil),0.25,0.5
115/197,Crabominable U (Reverse Holo),0.69,1.0
116/197,Rockruff C (Non-Foil),0.35,0.5
116/197,Rockruff C (Reverse Holo),0.35,1.0
117/197,Lycanroc U (Non-Foil),0.25,0.5
117/197,Lycanroc U (Reverse Holo),0.35,1.0
118/197,Toedscool C (Non-Foil),0.25,0.5
118/197,Toedscool C (Reverse Holo),0.35,1.0
119/197,Toedscruel U (Non-Foil),0.25,0.5
119/197,Toedscruel U (Reverse Holo),0.49,1.0
120/197,Klawf ex RR (Foil),0.25,0.5
121/197,Glimmet C (Non-Foil),0.25,0.5
121/197,Glimmet C (Reverse Holo),0.35,1.0
123/197,Glimmora ex RR (Foil),0.35,0.5
124/197,Koraidon ex RR (Foil),0.25,0.5
125/197,Charizard ex RR (Foil),0.25,0.5
126/197,Paldean Wooper C (Non-Foil),0.25,0.5
126/197,Paldean Wooper C (Reverse Holo),0.49,1.0
128/197,Paldean Clodsire U (Non-Foil),1.49,2.0
128/197,Paldean Clodsire U (Reverse Holo),0.35,1.0
130/197,Umbreon U (Non-Foil),0.25,0.5
130/197,Umbreon U (Reverse Holo),0.35,1.0
131/197,Houndour C (Non-Foil),0.35,0.5
131/197,Houndour C (Reverse Holo),0.35,1.0
133/197,Houndoom U (Non-Foil),1.49,2.0
133/197,Houndoom U (Reverse Holo),0.3,1.0
134/197,Houndoom ex RR (Foil),1.49,2.0
135/197,Absol ex RR (Foil),4.99,6.7
136/197,Darkrai R (Foil),0.25,0.5
136/197,Darkrai R (Reverse Holo),0.35,1.0
137/197,Inkay C (Non-Foil),0.25,0.5
137/197,Inkay C (Reverse Holo),0.49,1.0
138/197,Malamar U (Non-Foil),0.35,0.5
138/197,Malamar U (Reverse Holo),0.49,1.0
139/197,Salandit C (Non-Foil),0.35,0.5
139/197,Salandit C (Reverse Holo),0.69,1.0
140/197,Salazzle U (Non-Foil),0.39,0.5
140/197,Salazzle U (Reverse Holo),0.69,1.0
141/197,Scizor R (Foil),0.35,0.5
141/197,Scizor R (Reverse Holo),0.89,1.2
142/197,Skarmory U (Non-Foil),0.35,0.5
142/197,Skarmory U (Reverse Holo),1.09,1.5
143/197,Mawile U (Non-Foil),0.25,0.5
143/197,Mawile U (Reverse Holo),0.39,1.0
144/197,Bronzor C (Non-Foil),1.49,2.0
144/197,Bronzor C (Reverse Holo),0.49,1.0
145/197,Bronzong U (Non-Foil),1.49,2.0
145/197,Bronzong U (Reverse Holo),0.49,1.0
146/197,Probopass U (Non-Foil),0.35,0.5
146/197,Probopass U (Reverse Holo),0.35,1.0
147/197,Excadrill U (Non-Foil),0.25,0.5
147/197,Excadrill U (Reverse Holo),0.39,1.0
148/197,Pawniard C (Non-Foil),0.25,0.5
148/197,Pawniard C (Reverse Holo),0.35,1.0
149/197,Bisharp C (Non-Foil),0.25,0.5
149/197,Bisharp C (Reverse Holo),0.35,1.0
150/197,Kingambit U (Non-Foil),0.25,0.5
150/197,Kingambit U (Reverse Holo),0.49,1.0
151/197,Togedemaru C (Non-Foil),0.49,0.7
151/197,Togedemaru C (Reverse Holo),0.39,1.0
152/197,Meltan C (Non-Foil),0.25,0.5
152/197,Meltan C (Reverse Holo),0.39,1.0
153/197,Melmetal ex RR (Foil),0.25,0.5
154/197,Varoom C (Non-Foil),0.35,0.5
154/197,Varoom C (Reverse Holo),0.79,1.1
156/197,Revavroom ex RR (Foil),0.25,0.5
157/197,Dratini C (Non-Foil),0.25,0.5
157/197,Dratini C (Reverse Holo),0.49,1.0
158/197,Dragonair U (Non-Foil),0.25,0.5
158/197,Dragonair U (Reverse Holo),0.49,1.0
159/197,Dragonite ex RR (Foil),0.25,0.5
160/197,Altaria U (Non-Foil),0.35,0.5
160/197,Altaria U (Reverse Holo),0.35,1.0
161/197,Drampa U (Non-Foil),0.35,0.5
161/197,Drampa U (Reverse Holo),0.49,1.0
162/197,Pidgey C (Non-Foil),0.25,0.5
162/197,Pidgey C (Reverse Holo),0.35,1.0
163/197,Pidgeotto U (Non-Foil),0.25,0.5
163/197,Pidgeotto U (Reverse Holo),0.69,1.0
164/197,Pidgeot ex RR (Foil),1.79,2.4
165/197,Kangaskhan U (Non-Foil),0.35,0.5
165/197,Kangaskhan U (Reverse Holo),0.49,1.0
166/197,Eevee C (Non-Foil),0.25,0.5
166/197,Eevee C (Reverse Holo),0.35,1.0
167/197,Zigzagoon C (Non-Foil),1.49,2.0
167/197,Zigzagoon C (Reverse Holo),0.39,1.0
168/197,Linoone U (Non-Foil),0.25,0.5
168/197,Linoone U (Reverse Holo),0.49,1.0
169/197,Swablu C (Non-Foil),0.35,0.5
169/197,Swablu C (Reverse Holo),0.49,1.0
170/197,Lillipup C (Non-Foil),1.99,2.7
170/197,Lillipup C (Reverse Holo),0.29,1.0
171/197,Herdier C (Non-Foil),0.35,0.5
171/197,Herdier C (Reverse Holo),0.39,1.0
172/197,Stoutland U (Non-Foil),0.35,0.5
172/197,Stoutland U (Reverse Holo),0.49,1.0
173/197,Audino U (Non-Foil),0.25,0.5
173/197,Audino U (Reverse Holo),0.59,1.0
174/197,Bouffalant U (Non-Foil),0.25,0.5
174/197,Bouffalant U (Reverse Holo),0.35,1.0
175/197,Bunnelby C (Non-Foil),10.99,14.8
175/197,Bunnelby C (Reverse Holo),0.59,1.0
176/197,Yungoos C (Non-Foil),0.25,0.5
176/197,Yungoos C (Reverse Holo),0.35,1.0
177/197,Gumshoos U (Non-Foil),0.35,0.5
177/197,Gumshoos U (Reverse Holo),0.59,1.0
178/197,Skwovet C (Non-Foil),0.25,0.5
178/197,Skwovet C (Reverse Holo),0.35,1.0
179/197,Greedent ex RR (Foil),0.25,0.5
180/197,Lechonk C (Non-Foil),0.35,0.5
180/197,Lechonk C (Reverse Holo),0.39,1.0
183/197,Oinkologne U (Non-Foil),0.25,0.5
184/197,Oinkologne U (Reverse Holo),0.35,1.0
185/197,Flamigo U (Non-Foil),0.25,0.5
185/197,Flamigo U (Reverse Holo),0.49,1.0
186/197,Arven U (Non-Foil),0.35,0.5
186/197,Arven U (Reverse Holo),0.49,1.0
187/197,Brassius U (Non-Foil),0.35,0.5
187/197,Brassius U (Reverse Holo),0.49,1.0
188/197,Geeta R (Foil),0.35,0.5
188/197,Geeta R (Reverse Holo),0.35,1.0
189/197,Letter of Encouragement U (Non-Foil),0.25,0.5
189/197,Letter of Encouragement U (Reverse Holo),0.49,1.0
190/197,Ortega U (Non-Foil),0.25,0.5
190/197,Ortega U (Reverse Holo),0.35,1.0
191/197,Patrol Cap U (Non-Foil),0.25,0.5
191/197,Patrol Cap U (Reverse Holo),0.35,1.0
192/197,Pokémon League Headquarters U (Non-Foil),0.25,0.5
192/197,Pokémon League Headquarters U (Reverse Holo),0.39,1.0
193/197,Poppy U (Non-Foil),1.49,2.0
193/197,Poppy U (Reverse Holo),0.35,1.0
194/197,Ryme C (Non-Foil),0.25,0.5
194/197,Ryme C (Reverse Holo),0.49,1.0
195/197,Team Star Grunt U (Non-Foil),0.25,0.5
195/197,Team Star Grunt U (Reverse Holo),0.39,1.0
196/197,Town Store C (Non-Foil),0.25,0.5
196/197,Town Store C (Reverse Holo),0.35,1.0
197/197,Vengeful Punch U (Non-Foil),0.35,0.5
197/197,Vengeful Punch U (Reverse Holo),0.49,1.0
198/197,Gloom IR (Foil),0.35,0.5
199/197,Ninetales IR (Foil),0.25,0.5
200/197,Palafin IR (Foil),2.79,3.7
201/197,Bellibolt IR (Foil),0.49,0.7
202/197,Cleffa IR (Foil),0.35,0.5
203/197,Larvitar IR (Foil),0.39,0.5
204/197,Houndour IR (Foil),0.25,0.5
205/197,Scizor IR (Foil),0.35,0.5
206/197,Varoom IR (Foil),0.65,0.9
207/197,Pidgey IR (Foil),0.35,0.5
208/197,Pidgeotto IR (Foil),0.39,0.5
209/197,Lechonk IR (Foil),0.35,0.5
210/197,Eiscue ex SR (Foil),0.39,0.5
211/197,Tyranitar ex SR (Foil),0.35,0.5
212/197,Vespiquen ex SR (Foil),4.99,6.7
213/197,Glimmora ex SR (Foil),12.99,17.4
214/197,Absol ex SR (Foil),2.29,3.1
215/197,Charizard ex SR (Foil),1.89,2.5
216/197,Revavroom ex SR (Foil),8.99,12.1
217/197,Pidgeot ex SR (Foil),1.79,2.4
218/197,Geeta SR (Foil),2.29,3.1
219/197,Ortega SR (Foil),4.99,6.7
220/197,Poppy SR (Foil),1.49,2.0
221/197,Ryme SR (Foil),5.99,8.0
222/197,Eiscue ex SIR (Foil),2.49,3.3
223/197,Charizard ex SIR (Foil),1.79,2.4
224/197,Revavroom ex SIR (Foil),1.49,2.0
225/197,Pidgeot ex SIR (Foil),3.79,5.1
226/197,Geeta SIR (Foil),1.49,2.0
227/197,Poppy SIR (Foil),1.49,2.0
228/197,Charizard ex UR (Foil),2.29,3.1
229/197,Artazon UR (Foil),8.99,12.1
230/197,Basic Fire Energy UR (Foil),1.49,2.0
