ID,Name,Price in USD,Price in SGD
211/167,Teal Mask Ogerpon ex [Grass] [SIR - Special Illustration Rare] (Foil),54.99,74.3
212/167,Hearthflame Mask Ogerpon ex [Fire] [SIR - Special Illustration Rare] (Foil),21.99,29.7
213/167,Wellspring Mask Ogerpon ex [Water] [SIR - Special Illustration Rare] (Foil),29.99,40.5
214/167,Greninja ex [Fighting] [SIR - Special Illustration Rare] (Foil),174.99,236.3
215/167,Cornerstone Mask Ogerpon ex [Fighting] [SIR - Special Illustration Rare] (Foil),22.99,31.1
216/167,Bloodmoon Ursaluna ex [Colorless] [SIR - Special Illustration Rare] (Foil),64.99,87.8
217/167,Carmine [Supporter] [SIR - Special Illustration Rare] (Foil),119.99,162.1
218/167,Kieran [Supporter] [SIR - Special Illustration Rare] (Foil),42.99,58.1
219/167,Lana's Aid [Supporter] [SIR - Special Illustration Rare] (Foil),35.99,48.6
220/167,Perrin [Supporter] [SIR - Special Illustration Rare] (Foil),81.99,110.7
221/167,Teal Mask Ogerpon ex [Grass] [HR - Hyper Rare] (Foil),21.99,29.7
222/167,Bloodmoon Ursaluna ex [Colorless] [HR - Hyper Rare] (Foil),15.99,21.6
223/167,Buddy-Buddy Poffin [Item] [HR - Hyper Rare] (Foil),54.99,74.3
224/167,Enhanced Hammer [Item] [HR - Hyper Rare] (Foil),9.99,13.5
225/167,Rescue Board [Pokemon Tool] [HR - Hyper Rare] (Foil),15.99,21.6
226/167,Luminous Energy [Special Energy] [HR - Hyper Rare] (Foil),9.99,13.5
