Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / International,Price / International,Compare At Price / International,Status
eng-sv04-paradox-rift-015-182-toedscool-c-reverse-holo,[ENG]	SV04	Paradox Rift:	015/182	Toedscool	C	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/ParadoxRiftSawadeekard1PokemonTradingCardGameScarletVioletRoaringMoonIronValiantOnlineSingapore_29.jpg?v=1699411691,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-016-182-toedscool-c-non-foil,[ENG]	SV04	Paradox Rift:	016/182	Toedscool	C	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/ParadoxRiftSawadeekard1PokemonTradingCardGameScarletVioletRoaringMoonIronValiantOnlineSingapore_30.jpg?v=1699411712,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-016-182-toedscool-c-reverse-holo,[ENG]	SV04	Paradox Rift:	016/182	Toedscool	C	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/34.jpg?v=1699969533,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-017-182-toedscruel-u-non-foil,[ENG]	SV04	Paradox Rift:	017/182	Toedscruel	U	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,15,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/35.jpg?v=1699969594,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-017-182-toedscruel-u-reverse-holo,[ENG]	SV04	Paradox Rift:	017/182	Toedscruel	U	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Uncommon (U), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/36.jpg?v=1699969625,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-018-182-wo-chien-r-foil,[ENG]	SV04	Paradox Rift:	018/182	Wo-Chien	R	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/37.jpg?v=1699969742,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-018-182-wo-chien-r-reverse-holo,[ENG]	SV04	Paradox Rift:	018/182	Wo-Chien	R	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/38.jpg?v=1699969682,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-019-182-magby-c-non-foil,[ENG]	SV04	Paradox Rift:	019/182	Magby	C	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,18,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/39.jpg?v=1699969795,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-019-182-magby-c-reverse-holo,[ENG]	SV04	Paradox Rift:	019/182	Magby	C	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/40.jpg?v=1699969835,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-sv04-paradox-rift-020-182-pansear-c-non-foil,[ENG]	SV04	Paradox Rift:	020/182	Pansear	C	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,'0,100.0,shopify,14,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/41.jpg?v=1699969881,1.0,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
