Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / International,Price / International,Compare At Price / International,Status
eng-sv03-obsidian-flames-166-197-eevee-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	166/197	Eevee	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Normal",true,Title,Default Title,,,,,,,,,100.0,shopify,9,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/325_abf09cf8-ac02-4a43-8f6b-f4171bbe7afb.jpg?v=1702911306,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-165-197-kangaskhan-u-non-foil,[ENG]	SV03	Obsidian Flames:	165/197	Kangaskhan	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Normal",true,Title,Default Title,,,,,,,,,100.0,shopify,9,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/322_10a6e65a-ce33-44ae-b4ae-73a49c49e2da.jpg?v=1702911286,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-165-197-kangaskhan-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	165/197	Kangaskhan	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Normal",true,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/323_8c11b3ef-a114-4f99-849d-26b0458a1e36.jpg?v=1702911261,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-164-197-pidgeot-ex-rr-foil,[ENG]	SV03	Obsidian Flames:	164/197	Pidgeot ex	RR	(Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Foil, Rarity: Double Rare (RR), Type: Normal",true,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,10.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/321_942b5ea3-39f8-45ed-bfea-1b1550d06419.jpg?v=1702911221,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-163-197-pidgeotto-u-non-foil,[ENG]	SV03	Obsidian Flames:	163/197	Pidgeotto	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Normal",true,Title,Default Title,,,,,,,,,100.0,shopify,10,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/319_f18a619f-d682-4a48-8085-f0b2007538e1.jpg?v=1702911195,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-163-197-pidgeotto-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	163/197	Pidgeotto	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Normal",true,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/320_5f32fe39-2fcb-41f9-b5cf-75e9842ceada.jpg?v=1702911167,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-162-197-pidgey-c-non-foil,[ENG]	SV03	Obsidian Flames:	162/197	Pidgey	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Normal",true,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/317_380b10f0-17bf-4437-ae4e-456e2e49afe1.jpg?v=1702911144,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-162-197-pidgey-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	162/197	Pidgey	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Normal",true,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/318_4500af87-19ab-4f90-9272-937cab605152.jpg?v=1702911091,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-161-197-drampa-u-non-foil,[ENG]	SV03	Obsidian Flames:	161/197	Drampa	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,14,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/315_e6666ca0-c754-4464-b995-aa0353db5b9c.jpg?v=1702911070,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-161-197-drampa-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	161/197	Drampa	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/316_356457ec-a717-42af-a248-8aa66832f966.jpg?v=1702911048,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-160-197-altaria-u-non-foil,[ENG]	SV03	Obsidian Flames:	160/197	Altaria	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,21,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/313_f01ca36a-2afb-411c-9284-3a12418a18bc.jpg?v=1702911024,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-160-197-altaria-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	160/197	Altaria	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/314_a7078c3a-40e3-4527-990a-83f735a105ae.jpg?v=1702910990,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-159-197-dragonite-ex-rr-foil,[ENG]	SV03	Obsidian Flames:	159/197	Dragonite ex	RR	(Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Foil, Rarity: Double Rare (RR), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,3.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/312_5d1c8d6f-fb0b-4b15-bc3a-9831d57cd1cb.jpg?v=1702910964,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-158-197-dragonair-u-non-foil,[ENG]	SV03	Obsidian Flames:	158/197	Dragonair	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,23,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/310_6f19394d-e99f-4799-bb72-22df1a9611af.jpg?v=1702910943,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-158-197-dragonair-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	158/197	Dragonair	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/311_0f2ca929-7206-41a7-a931-6e432ca8106e.jpg?v=1702910917,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-157-197-dratini-c-non-foil,[ENG]	SV03	Obsidian Flames:	157/197	Dratini	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,33,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/308_4a5df14d-b12b-4143-9d20-aa6a614acfef.jpg?v=1702910898,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-157-197-dratini-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	157/197	Dratini	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Dragon",true,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/309_73a2ce42-5437-466b-969b-5abe6a1b117a.jpg?v=1702910880,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-156-197-revavroom-ex-rr-foil,[ENG]	SV03	Obsidian Flames:	156/197	Revavroom ex	RR	(Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Foil, Rarity: Double Rare (RR), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/307_551bc464-fbb5-44dc-969f-93156440a842.jpg?v=1702910814,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-155-197-varoom-c-non-foil,[ENG]	SV03	Obsidian Flames:	155/197	Varoom	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,9,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/305_a373d612-96e9-49f1-95d5-2eb7fe2e32b0.jpg?v=1702910787,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-155-197-varoom-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	155/197	Varoom	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/306_8a4080b2-d115-40d1-a5a1-4b7d5fe10dcf.jpg?v=1702910759,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-154-197-varoom-c-non-foil,[ENG]	SV03	Obsidian Flames:	154/197	Varoom	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,9,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/303_1386eb56-2030-48d6-a6c1-bd0b4834c7a2.jpg?v=1702910721,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-154-197-varoom-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	154/197	Varoom	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,1.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/304_8ce90975-89be-4494-b46b-0179f66d13ad.jpg?v=1702910693,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-153-197-melmetal-ex-rr-foil,[ENG]	SV03	Obsidian Flames:	153/197	Melmetal ex	RR	(Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Foil, Rarity: Double Rare (RR), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/302_9b886b81-578a-4af2-8588-0a484669ee63.jpg?v=1702910660,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-152-197-meltan-c-non-foil,[ENG]	SV03	Obsidian Flames:	152/197	Meltan	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/300_98989a9c-9bff-4fff-8f33-f1ae45de38d2.jpg?v=1702910635,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-152-197-meltan-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	152/197	Meltan	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/301_17447357-7fcb-49cc-bde2-0ff5aef69562.jpg?v=1702910608,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-151-197-togedemaru-c-non-foil,[ENG]	SV03	Obsidian Flames:	151/197	Togedemaru	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/298_b989f1b6-95ed-4940-a7d5-a38022bab233.jpg?v=1702910581,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-151-197-togedemaru-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	151/197	Togedemaru	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/299_fe1421de-c556-4c60-a399-24b577bd6658.jpg?v=1702910546,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-150-197-kingambit-u-non-foil,[ENG]	SV03	Obsidian Flames:	150/197	Kingambit	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,7,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/296_a89828b2-19f6-4573-8a43-1584966b44fc.jpg?v=1702910511,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-150-197-kingambit-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	150/197	Kingambit	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/297_d484321d-ef9a-489d-bf85-132b922d5d76.jpg?v=1702910488,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-149-197-bisharp-c-non-foil,[ENG]	SV03	Obsidian Flames:	149/197	Bisharp	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/294_bb398397-76d3-4842-a001-68e917e9aaaf.jpg?v=1702910459,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-149-197-bisharp-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	149/197	Bisharp	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,1.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/295_fad9f23e-96f0-4c23-9379-252e726b0e30.jpg?v=1702910429,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-148-197-pawniard-c-non-foil,[ENG]	SV03	Obsidian Flames:	148/197	Pawniard	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,10,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/292_d09f66c6-24f6-4e00-87b3-9547fa3f3dd5.jpg?v=1702910405,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-148-197-pawniard-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	148/197	Pawniard	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/293_c75229c7-9aa9-471b-8e28-5b0661c61232.jpg?v=1702910379,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-147-197-excadrill-u-non-foil,[ENG]	SV03	Obsidian Flames:	147/197	Excadrill	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,7,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/290_954cb047-eef4-4a0a-a525-9a5a878c47b4.jpg?v=1702910354,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-147-197-excadrill-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	147/197	Excadrill	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/291_f802303d-fa0e-49dd-8f0b-e6677bcd2599.jpg?v=1702910331,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-146-197-probopass-u-non-foil,[ENG]	SV03	Obsidian Flames:	146/197	Probopass	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/288_faaac853-59cc-4593-b5bd-82d887056076.jpg?v=1702910304,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-146-197-probopass-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	146/197	Probopass	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/289_c6e4d15a-134f-48fd-892e-f5d92f27f6e0.jpg?v=1702910280,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-145-197-bronzong-u-non-foil,[ENG]	SV03	Obsidian Flames:	145/197	Bronzong	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,7,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/286_5111e168-9f64-4cc4-8e35-53a3abd0a3a1.jpg?v=1702910255,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-145-197-bronzong-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	145/197	Bronzong	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/287_dbc42c05-7d60-49e8-a02e-59b81c60703c.jpg?v=1702910232,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-144-197-bronzor-c-non-foil,[ENG]	SV03	Obsidian Flames:	144/197	Bronzor	C	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/284_f4759039-5413-4c86-b880-7ae6bf2cfdfc.jpg?v=1702910176,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-144-197-bronzor-c-reverse-holo,[ENG]	SV03	Obsidian Flames:	144/197	Bronzor	C	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Common (C), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,1.00,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/285_486e38e9-1bb5-4c51-8307-4250eb0af44b.jpg?v=1702910214,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-143-197-mawile-u-non-foil,[ENG]	SV03	Obsidian Flames:	143/197	Mawile	U	(Non-Foil),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Non-Foil, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,0.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/282_0bb5cc55-e381-453e-bd69-552979043745.jpg?v=1702910102,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
eng-sv03-obsidian-flames-143-197-mawile-u-reverse-holo,[ENG]	SV03	Obsidian Flames:	143/197	Mawile	U	(Reverse Holo),"",Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"","Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Metal",true,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,1.50,,true,false,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/283_63845a16-1a76-4f6e-a943-60d5db3d3463.jpg?v=1702910071,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
