Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / International,Price / International,Compare At Price / International,Status
eng-pokemon-sv4-5-paldean-fates-001-091-pineco-grass-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	001/091	Pineco	[Grass]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_5.jpg?v=1716961497,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-001-091-pineco-grass-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	001/091	Pineco	[Grass]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_6.jpg?v=1716961541,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-002-091-forrestress-ex-grass-rr-double-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	002/091	Forrestress ex	[Grass]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_7.jpg?v=1716961559,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-003-091-maractus-grass-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	003/091	Maractus	[Grass]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_8.jpg?v=1716961588,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-003-091-maractus-grass-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	003/091	Maractus	[Grass]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_9.jpg?v=1716961612,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-004-091-toedscool-grass-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	004/091	Toedscool	[Grass]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,7,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_11.jpg?v=1716961647,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-004-091-toedscool-grass-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	004/091	Toedscool	[Grass]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_12.jpg?v=1716961678,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-005-091-toedscruel-ex-grass-rr-double-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	005/091	Toedscruel ex	[Grass]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_13.jpg?v=1716961695,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-006-091-espathra-ex-grass-rr-double-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	006/091	Espathra ex	[Grass]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Grass",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_10.jpg?v=1716961720,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-007-091-charmander-fire-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	007/091	Charmander	[Fire]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_15.jpg?v=1716961795,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-007-091-charmander-fire-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	007/091	Charmander	[Fire]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_16.jpg?v=1716961827,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-008-091-charmeleon-fire-u-uncommon-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	008/091	Charmeleon	[Fire]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_17.jpg?v=1716961848,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-008-091-charmeleon-fire-u-uncommon-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	008/091	Charmeleon	[Fire]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.3,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_18.jpg?v=1716961873,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-009-091-magmar-fire-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	009/091	Magmar	[Fire]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,9,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_19.jpg?v=1716961894,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-009-091-magmar-fire-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	009/091	Magmar	[Fire]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_20.jpg?v=1716961919,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-010-091-magmortar-fire-r-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	010/091	Magmortar	[Fire]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_21.jpg?v=1716961944,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-010-091-magmortar-fire-r-rare-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	010/091	Magmortar	[Fire]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_22.jpg?v=1716961973,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-011-091-numel-fire-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	011/091	Numel	[Fire]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_23.jpg?v=1716961991,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-011-091-numel-fire-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	011/091	Numel	[Fire]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_24.jpg?v=1716962019,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-012-091-camerupt-fire-u-uncommon-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	012/091	Camerupt	[Fire]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,7,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_25.jpg?v=1716962976,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-012-091-camerupt-fire-u-uncommon-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	012/091	Camerupt	[Fire]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_26.jpg?v=1716963002,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-013-091-heat-rotom-fire-r-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	013/091	Heat Rotom	[Fire]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_27.jpg?v=1716963027,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-013-091-heat-rotom-fire-r-rare-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	013/091	Heat Rotom	[Fire]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_28.jpg?v=1716963057,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-014-091-charcadet-fire-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	014/091	Charcadet	[Fire]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_29.jpg?v=1716963082,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-014-091-charcadet-fire-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	014/091	Charcadet	[Fire]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_30.jpg?v=1716963105,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-015-091-armarouge-fire-r-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	015/091	Armarouge	[Fire]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_31.jpg?v=1716963123,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-015-091-armarouge-fire-r-rare-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	015/091	Armarouge	[Fire]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Fire",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_32.jpg?v=1716963153,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-016-091-lapras-water-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	016/091	Lapras	[Water]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Water",True,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_33.jpg?v=1716963175,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-016-091-lapras-water-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	016/091	Lapras	[Water]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Water",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_34.jpg?v=1716963209,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-017-091-frigibax-water-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	017/091	Frigibax	[Water]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Water",True,Title,Default Title,,,,,,,,,100.0,shopify,13,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_35.jpg?v=1716963227,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-017-091-frigibax-water-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	017/091	Frigibax	[Water]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Water",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_36.jpg?v=1716963249,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-018-091-pikachu-lightning-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	018/091	Pikachu	[Lightning]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_37.jpg?v=1716963267,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-018-091-pikachu-lightning-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	018/091	Pikachu	[Lightning]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_38.jpg?v=1716963290,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-019-091-raichu-lightning-r-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	019/091	Raichu	[Lightning]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_39.jpg?v=1716963308,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-019-091-raichu-lightning-r-rare-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	019/091	Raichu	[Lightning]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_40.jpg?v=1716963336,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-020-091-chinchou-lightning-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	020/091	Chinchou	[Lightning]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_41.jpg?v=1716963364,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-020-091-chinchou-lightning-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	020/091	Chinchou	[Lightning]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Electric",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_42.jpg?v=1716963478,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
