Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / International,Price / International,Compare At Price / International,Status
eng-pokemon-sv4-5-paldean-fates-043-091-houndstone-psychic-r-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	043/091	Houndstone	[Psychic]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_86.jpg?v=1717127842,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-043-091-houndstone-psychic-r-rare-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	043/091	Houndstone	[Psychic]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_87.jpg?v=1717127873,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-044-091-gimmighoul-psychic-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	044/091	Gimmighoul	[Psychic]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,5,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_88.jpg?v=1717127899,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-044-091-gimmighoul-psychic-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	044/091	Gimmighoul	[Psychic]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_89.jpg?v=1717127929,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-045-091-mankey-fighting-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	045/091	Mankey	[Fighting]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,3,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_90.jpg?v=1717127949,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-045-091-mankey-fighting-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	045/091	Mankey	[Fighting]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_91.jpg?v=1717127973,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-046-091-primeape-fighting-u-uncommon-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	046/091	Primeape	[Fighting]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,9,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_92.jpg?v=1717127994,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-046-091-primeape-fighting-u-uncommon-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	046/091	Primeape	[Fighting]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_93.jpg?v=1717128019,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-047-091-annihilape-fighting-r-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	047/091	Annihilape	[Fighting]	[R - Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Rare (R), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_94.jpg?v=1717128062,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-047-091-annihilape-fighting-r-rare-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	047/091	Annihilape	[Fighting]	[R - Rare]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Rare (R), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_95.jpg?v=1717128095,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-048-091-phanpy-fighting-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	048/091	Phanpy	[Fighting]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,9,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_96.jpg?v=1717128115,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-048-091-phanpy-fighting-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	048/091	Phanpy	[Fighting]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_97.jpg?v=1717128389,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-049-091-donphan-fighting-u-uncommon-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	049/091	Donphan	[Fighting]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_98.jpg?v=1717128432,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-049-091-donphan-fighting-u-uncommon-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	049/091	Donphan	[Fighting]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_99.jpg?v=1717128461,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-050-091-barboach-fighting-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	050/091	Barboach	[Fighting]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_100.jpg?v=1717128480,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-050-091-barboach-fighting-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	050/091	Barboach	[Fighting]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_101.jpg?v=1717128563,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-051-091-clobbopus-fighting-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	051/091	Clobbopus	[Fighting]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,11,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_102.jpg?v=1717128695,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-051-091-clobbopus-fighting-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	051/091	Clobbopus	[Fighting]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_103.jpg?v=1717128702,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-052-091-grapploct-fighting-u-uncommon-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	052/091	Grapploct	[Fighting]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_104_60f06301-74fa-4a64-8582-251b48510bf3.jpg?v=1717128678,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-052-091-grapploct-fighting-u-uncommon-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	052/091	Grapploct	[Fighting]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_105_c72a27ae-52db-4b95-b7c8-3b16935afee0.jpg?v=1717128934,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-053-091-great-tusk-ex-fighting-rr-double-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	053/091	Great Tusk ex	[Fighting]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_106.jpg?v=1717128958,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-054-091-charizard-ex-darkness-rr-double-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	054/091	Charizard ex	[Darkness]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,5.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_107.jpg?v=1717128984,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-055-091-gastly-darkness-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	055/091	Gastly	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,4,deny,manual,0.7,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_108.jpg?v=1717129003,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-055-091-gastly-darkness-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	055/091	Gastly	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_109.jpg?v=1717129027,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-056-091-haunter-darkness-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	056/091	Haunter	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_110.jpg?v=1717129048,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-056-091-haunter-darkness-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	056/091	Haunter	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_111.jpg?v=1717129067,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-057-091-gengar-darkness-u-uncommon-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	057/091	Gengar	[Darkness]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_112.jpg?v=1717129086,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-057-091-gengar-darkness-u-uncommon-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	057/091	Gengar	[Darkness]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.3,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_113.jpg?v=1717129110,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-058-091-paldean-wooper-darkness-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	058/091	Paldean Wooper	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,2,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_114.jpg?v=1717129128,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-058-091-paldean-wooper-darkness-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	058/091	Paldean Wooper	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_115.jpg?v=1717129151,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-059-091-paldean-clodsire-ex-darkness-rr-double-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	059/091	Paldean Clodsire ex	[Darkness]	[RR - Double Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Double Rare (RR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_116.jpg?v=1717129168,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-060-091-scraggy-darkness-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	060/091	Scraggy	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,8,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_117.jpg?v=1717129193,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-060-091-scraggy-darkness-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	060/091	Scraggy	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,1,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_118.jpg?v=1717129219,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-061-091-scrafty-darkness-u-uncommon-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	061/091	Scrafty	[Darkness]	[U - Uncommon]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Uncommon (U), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,12,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_119.jpg?v=1717129245,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-061-091-scrafty-darkness-u-uncommon-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	061/091	Scrafty	[Darkness]	[U - Uncommon]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Uncommon (U), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_120.jpg?v=1717129830,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-062-091-maschiff-darkness-c-common-non-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	062/091	Maschiff	[Darkness]	[C - Common]	(Non-Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Non-Foil, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,6,deny,manual,0.5,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_121.jpg?v=1717129853,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-062-091-maschiff-darkness-c-common-reverse-holo,[ENG]	Pokemon	SV4.5	Paldean Fates:	062/091	Maschiff	[Darkness]	[C - Common]	(Reverse Holo),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Reverse Holo, Rarity: Common (C), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_122.jpg?v=1717129874,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
